,'_techniques_T1012','_techniques_T1037_001','_techniques_T1041','_techniques_T1053_005','_techniques_T1057','_techniques_T1059_001','_techniques_T1059_003','_techniques_T1059_005','_techniques_T1059_007','_techniques_T1083','_techniques_T1112','_techniques_T1119','_techniques_T1123','_techniques_T1195_002','_techniques_T1204_001','_techniques_T1204_002','_techniques_T1218_005','_techniques_T1218_010','_techniques_T1218_011','_techniques_T1497_001','_techniques_T1518_001','_techniques_T1547_001','_techniques_T1547_002','_techniques_T1559_001','_techniques_T1560_001','_techniques_T1566_001','_techniques_T1566_002','_techniques_T1566_003'
'_techniques_T1012'-1,2.549942258,1.063087808,0.066735199,0.021043864,0.096602335,1.33286E-05,0.008098411,0.016173733,0,0.021052159,3.662032773,0,0,0,0,0.023366484,0,0.141594426,0.281479147,0.338653842,0.355386018,1.436977066,0,0,0,0.018438445,0,0
'_techniques_T1012'-10,4.048799878,2.527165103,1.152565457,1.436737236,1.265292315,1.464106646,1.387220405,1.534112493,1.655214349,1.815898509,5.941386067,2.173272702,1.905992083,1.704162612,0.253205139,2.011152819,1.638192892,1.532289013,1.414608984,1.49414718,1.608073091,2.969429507,0,1.655965073,2.172701814,1.803536848,0.201001949,0
'_techniques_T1012'-11,2.555566936,0.457512228,0.068790683,0.021762416,0.098809308,0,0.008510472,0.016563057,0,0.021781839,3.658854195,0,0,0,0,0.0239343,0,0.14431083,0.281024218,0.356704104,0.353378313,1.37964847,0,0,0,0.01930914,0,0
'_techniques_T1012'-12,2.171756301,0.24803993,0.069132224,0.093277439,0.146241019,0.000492497,0.006508071,0.016484279,0,0.12879846,4.075351661,0.000500616,0.105014934,0,0,0.023683621,0,0.00342862,0.171947434,0.349533595,0.32589224,0.420570357,0,0,0,0.019373101,0,0
'_techniques_T1012'-13,3.552121758,0.457512228,0.7912969,0.362861941,0.379265892,0.000754113,0.044160072,0.433696967,0,1.76054513,4.251258451,1.82379273,1.242209584,0,0.16946627,1.623748239,0.028753531,0.216755272,0.530971555,0.856453335,0.569806378,2.428922911,0,0,1.752794706,1.650297534,0.123145648,0
'_techniques_T1012'-15,2.543255583,0.457512228,0.067740359,0.021762416,0.096953776,0,0.008894624,0.016448533,0,0.02300017,3.658854195,0,0,0,0,0.023744271,0,0.146483761,0.268561414,0.350014617,0.359926921,1.347254735,0,0,0,0.019197462,0,0
'_techniques_T1012'-16,2.555566936,0.457512228,0.069013903,0.021626769,0.098093561,0,0.008227934,0.016563057,0,0.02300017,3.658854195,0,0,0,0,0.023441799,0,0.152381716,0.267582349,0.351919429,0.359926921,1.34930623,0,0,0,0.018952911,0,0
'_techniques_T1012'-17,2.547466962,0.457512228,0.068212005,0.021509551,0.098261738,0,0.008894624,0.016786502,0,0.021304286,3.658854195,0,0,0,0,0.023961509,0,0.145009272,0.271335611,0.348747619,0.364160553,1.413969645,0,0,0,0.019373101,0,0
'_techniques_T1012'-18,2.583280486,0.457512228,0.068485811,0.021595891,0.097342953,0,0.008894624,0.016563057,0,0.02300017,3.662032773,0,0,0,0,0.024145214,0,0.14431083,0.269387294,0.350014617,0.354524784,1.413969645,0,0,0,0.019197462,0,0
'_techniques_T1012'-19,2.788454224,1.819067439,0.641964623,1.75204336,1.953359488,2.124417367,2.066473246,1.634998904,1.745655974,0.170806186,4.629774252,0.193469531,0.631725269,1.704162612,0.133886443,0.105721789,1.682541593,2.11929421,1.878860862,1.180315623,1.43274384,1.356724501,0,1.71881937,0.032267872,0.028954098,0.050246598,0
'_techniques_T1012'-2,1.601180308,1.83826053,0.138744071,0.433560572,0.218231029,1.095704972,0.836712318,0.627518705,1.680480783,0.048997563,4.642330633,0.178477908,0.630566671,1.698323821,0.047674763,0.083462501,1.633628179,0.791570527,0.633720214,0.663548256,1.136013186,0.44986054,0,1.707304328,0.031827121,0.028692192,0.051098402,0
'_techniques_T1012'-20,2.535710885,0.240679695,0.067887573,0.021626769,0.100145457,1.33286E-05,0.006085486,0.016484279,0,0.019365637,1.830811586,0,0,0,0,0.023744271,0,0,0.1785989,0.347871131,0.318183686,0.282751571,0,0,0,0.019197462,0,0
'_techniques_T1012'-21,3.682792093,1.802379946,0.784317238,1.62748187,1.848274212,1.897843307,1.926355116,1.482054627,1.580559399,1.734775688,4.56683109,1.82379273,1.242209584,1.617627692,0.169078638,1.623748239,1.599969187,2.017606821,1.828516075,1.249945991,1.430594492,2.511193024,0,1.697737992,1.752794706,1.651451792,0.123145648,0
'_techniques_T1012'-24,2.717395187,7.344053239,1.084055115,1.382458984,1.184227389,1.332417901,1.206170148,1.509195954,1.745655974,1.777560458,4.934301184,2.059038025,1.904655239,1.704162612,0.284892514,2.155418255,1.711835314,1.235748851,1.298955487,1.313357853,1.630214999,2.589571833,0,1.71881937,1.951354069,1.761786774,0.226806912,0
'_techniques_T1012'-25,1.578337781,0.457512228,0.741863461,0.410912565,0.379606418,0.001081501,0.041162711,0.41938131,0,1.525518176,4.019401999,1.570586744,1.365470335,0,0.160884128,1.533665314,0.028059001,0.101186642,0.451132098,0.824119035,0.545500382,1.104527342,0,0,1.714754168,1.665947859,0.120247197,0
'_techniques_T1012'-26,2.188604017,1.848979436,0.625619661,1.655779136,1.084434194,2.133510407,1.31958769,1.057758746,1.693185523,0.176386448,4.203691356,0.195636315,0.633062112,1.748271363,0.133242375,0.10467635,1.662837477,2.057104173,1.150809104,1.176824142,1.344568329,1.08424265,0,1.682759423,0.032159719,0.028880368,0.050896511,0
'_techniques_T1012'-27,3.682792093,0.457512228,0.743327896,0.361429989,0.399165459,0.000766597,0.045836941,0.434870981,0,1.619049937,4.251258451,1.650146289,1.716333911,0,0.172064409,1.603384056,0.029293721,0.223410433,0.570060622,0.908137137,0.55205179,2.60012421,0,0,1.799854459,1.689746428,0.124870615,0
'_techniques_T1012'-28,2.661415786,0.457512228,0.067348571,0.021237281,0.108350791,0,0.008894624,0.016093207,0,0.02300017,3.658854195,0,0,0,0,0.023528022,0,0.143207119,0.265954602,0.340099277,0.361447806,1.353922389,0,0,0,0.017990383,0,0
'_techniques_T1012'-29,1.686029748,3.393748451,0.711486049,1.767347586,2.076038783,2.183223789,2.131040358,1.687957603,1.73158583,1.404320288,4.906832421,1.849698667,1.914727138,1.930314977,0.193507545,1.85590917,1.723255451,2.091039921,1.882536024,1.236854887,1.437036466,2.035969747,0,1.914399322,1.859262014,1.712955812,0.171246261,0
'_techniques_T1012'-3,2.542984104,1.063087808,0.067964748,0.021360825,0.099658547,1.33286E-05,0.008260547,0.016653319,0,0.021298127,3.658854195,0,0,0,0,0.023882399,0,0.142334939,0.284552369,0.340712914,0.361447806,1.404678855,0,0,0,0.01930914,0,0
'_techniques_T1012'-31,1.982403857,0.834455739,0.069205522,0.075798412,0.157371463,0.000512221,0.007839834,0.016786502,0,0.036576063,3.892513329,0.000604497,0.10297035,0,0,0.024331397,0,0.024851831,0.194798981,0.352979894,0.365474733,0.298134022,0,0,0,0.019672159,0,0
'_techniques_T1012'-32,0.778977633,1.063087808,0.068212005,0.021577889,0.099658547,1.33286E-05,0.008260547,0.01661568,0,0.021298127,3.658854195,0,0,0,0,0.024125087,0,0.143667862,0.266360168,0.349533595,0.361447806,0.178629693,0,0,0,0.019505355,0,0
'_techniques_T1012'-33,2.910770275,2.948968064,2.546658925,2.154290696,2.300492969,2.212901641,2.187047067,2.20320388,1.686453545,1.869907531,5.265322111,2.07201324,1.906906605,1.724849806,3.445270351,2.097857132,1.739768449,2.135996407,2.037128702,1.824156447,1.678223527,1.784350841,0,1.729869935,2.015196857,2.875188949,4.329306907,4.284484161
'_techniques_T1012'-34,1.610303731,0.457512228,1.254110241,0.021360825,0.13191833,0.001706211,0.12413052,0.019083415,0,0.02344086,3.660443484,0.022482291,0,0,3.832181133,0.033714312,0,0.082196049,0.220945072,0.352979894,0.358827065,0.768916422,0,0,0,0.130332965,3.614924758,4.583233384
'_techniques_T1012'-35,1.28261936,0.457512228,0.208441765,0.143393313,0.068845438,0.000756655,0.008040626,0.272992389,0,1.15207601,4.228613871,1.621570634,1.261133342,0,0.125201655,1.436021293,0.028913807,0.041284077,0.137027206,0.39240471,0.221864913,0.861473779,0,0,1.785308251,1.622302885,0.112743482,0
'_techniques_T1012'-36,2.607115566,0.457512228,1.215505022,0.592855749,0.622136814,0.000755668,0.070679946,0.571941538,0,2.015393335,5.277968052,1.639463815,1.261133342,0,0.212805102,1.717335943,0.02885275,0.216240725,0.641457579,0.975405418,0.565916893,2.338547139,0,0,1.785308251,1.687153545,0.133735097,0
'_techniques_T1012'-37,2.661415786,0.457512228,0.067017945,0.024038021,0.108350791,0,0.008894624,0.01705745,0,0.02300017,3.658854195,0,0,0,0,0.023528022,0,0.146030072,0.266719974,0.342447132,0.354524784,1.369717602,0,0,0,0.018643931,0,0
'_techniques_T1012'-38,2.017478808,3.368503589,0.216401086,0.736471451,0.610219749,1.246443079,1.047134959,0.818562965,1.783453779,0.184104839,5.518424595,0.186932343,0.748110957,1.745935867,0.075778041,0.088621828,1.755780435,1.082939323,0.767072079,0.686417218,1.236096533,1.166921385,0,1.69353731,0.03218924,0.028691749,0.052794212,0
'_techniques_T1012'-39,3.461839611,1.826954759,0.361074688,1.078234475,0.244001157,1.489555999,1.349749963,1.08872861,1.655214349,0.048723794,5.363342147,0.177946002,0.636464985,1.728152402,0.048120712,0.085314028,1.65368184,1.480212949,1.183238753,0.868152268,1.248855532,0.434940082,0,1.707304328,0.032124831,0.028305694,0.050640055,0
'_techniques_T1012'-4,2.411746072,1.83826053,0.602148805,1.742248746,1.909323792,2.008678685,1.941793645,1.539327555,1.680480783,0.246947931,4.484249891,0.177840641,0.714371888,1.930314977,0.13791504,0.111903529,1.692589526,2.062198204,1.795268524,1.203559821,1.458472877,1.22632443,0,1.761371963,0.032236473,0.029132959,0.051841614,0
'_techniques_T1012'-40,3.461568132,2.132979455,0.380267697,1.097785397,1.143398427,1.615594692,1.459934312,1.152298543,1.745655974,0.106402277,3.75656123,0.193469531,0.631725269,1.704162612,0.091126049,0.093706485,1.682541593,1.382900535,1.160976218,0.878811814,1.271910572,0.721450646,0,1.71881937,0.032267872,0.028954098,0.050246598,0
'_techniques_T1012'-41,4.46854797,1.84320274,1.203285067,1.510464622,1.211353206,1.314956897,1.225349454,1.535357937,1.70959025,1.920793177,5.154007991,1.869221582,1.92127767,1.756351394,0.24765871,2.167961238,1.681740841,1.364996054,1.262946741,1.448024812,1.580468621,3.152136716,0,1.682759423,2.167331268,1.801624096,0.294240616,0
'_techniques_T1012'-42,3.45875111,1.819067439,1.593508976,1.613862352,1.370679556,1.420404619,1.307078818,1.677129408,1.745655974,2.185749342,7.1208206,1.907314689,1.92993373,1.704162612,0.292918728,2.09129662,1.711989654,1.382967622,1.41720804,1.465750129,1.590880937,2.781995347,0,1.71881937,2.03017785,1.846821766,0.251838896,0
'_techniques_T1012'-43,3.329485206,0.46884699,0.651722656,0.389864791,0.309035809,0.000820316,0.037791441,0.428877247,0.000815619,1.606656907,4.073679999,1.825557659,1.28951898,0.003918956,0.171285113,1.710092751,0.03083712,0.210841031,0.504907296,0.914030594,0.579093271,2.301433727,0,0,1.986653418,1.853333536,0.131321534,0
'_techniques_T1012'-44,2.661144307,0.457512228,0.070835306,0.021921208,0.108350791,1.33286E-05,0.005957543,0.01720004,0,0.019365637,3.658854195,0,0,0,0,0.024252699,0,0.02144711,0.1680333,0.390621626,0.315445962,0.277147565,0,0,0,0.019608531,0,0
'_techniques_T1012'-45,2.661415786,0.457512228,0.069205522,0.024038021,0.098809308,0,0.008227934,0.016880046,0,0.021185771,3.667844572,0,0,0,0,0.024630777,0,0.145009272,0.271335611,0.351417661,0.359236808,1.353922389,0,0,0,0.01991421,0,0
'_techniques_T1012'-46,3.923223416,1.830402202,0.662869168,1.010363289,0.508402111,1.112297897,0.912955254,1.229894203,1.700831254,1.368015613,4.897292652,1.856572298,1.901548092,1.930314977,0.179735941,2.247288768,1.712983366,1.005472628,0.966580001,1.34562811,1.633147462,2.499768998,0,1.914399322,2.162213502,1.814602201,0.302368546,0
'_techniques_T1012'-47,3.691715018,1.063087808,0.747046783,0.376600444,0.400064818,0.000816548,0.04386834,0.432727231,0,1.738399114,4.260259071,1.654827041,1.28086292,0,0.171038634,1.593758253,0.028059001,0.219793481,0.534945695,0.901204533,0.577906749,2.582792468,0,0,1.777151901,1.706998653,0.124361164,0
'_techniques_T1012'-48,1.605706356,0.565450079,0.067348571,0.021407247,0.108350791,1.33286E-05,0.00704525,0.018510061,0,0.021752989,3.658854195,0,0,0,0,0.024048681,0,0.081898429,0.243257639,0.390621626,0.357400169,0.281440738,0,0,0,0.019443581,0,0
'_techniques_T1012'-49,2.661415786,0.457512228,0.067740359,0.021762416,0.108350791,0,0.008177727,0.016757772,0,0.02300017,3.662032773,0,0,0,0,0.024331397,0,0.14431083,0.265954602,0.391102648,0.352376877,1.34930623,0,0,0,0.019672159,0,0
'_techniques_T1012'-5,3.317993212,2.366008419,0.144166717,0.500189811,0.237340716,1.083160906,2.112739832,0.689141606,1.745655974,0.086526111,2.639325383,0.194074028,0.734695618,1.704162612,0.04776236,0.084474161,1.682541593,2.055049192,0.619236608,0.670707637,1.423527307,0.775989216,0,1.71881937,0.032267872,0.029728615,0.050246598,0
'_techniques_T1012'-50,3.461839611,1.796421258,0.365052824,1.103169273,1.089407178,1.589892555,1.446873453,1.143048875,1.868029335,0.110011276,5.298162159,0.176566733,0.623035788,1.748271363,0.092688939,0.100473006,1.862364875,1.610256965,1.26454144,0.888341695,1.351416282,1.771789261,0,1.892148434,0.031730803,0.029615873,0.051098402,0
'_techniques_T1012'-51,2.661415786,0.457512228,0.069517468,0.021193529,0.098488134,0,0.008894624,0.016880046,0,0.021185771,3.662032773,0,0,0,0,0.023989612,0,0.143534783,0.27249579,0.340812985,0.36066238,1.413969645,0,0,0,0.019395823,0,0
'_techniques_T1012'-52,2.998631423,1.891781778,2.234721753,2.103056895,2.321003012,2.204732523,1.556315705,2.13659884,1.889478385,2.345485867,5.876733583,2.059038025,1.901588364,1.753206956,3.581248287,2.209395898,1.870477345,2.293984774,2.069610912,1.764891245,1.76104468,2.335542216,0,1.914399322,2.14019617,1.802825707,3.899555677,4.545344509
'_techniques_T1012'-53,2.343258766,1.816942885,0.296678063,0.830706516,0.805486935,1.433449666,1.233947522,0.922959543,1.73158583,0.088311298,5.354581902,0.177452795,0.630566671,1.696548777,0.134142634,0.089895504,1.860929513,2.158484479,0.939232499,0.758631449,1.299942773,1.158225784,0,1.750685085,0.032769483,0.029243755,0.051098402,0
'_techniques_T1012'-54,3.682792093,0.457512228,0.82291732,0.404972057,0.403647314,0.000806987,0.04434639,0.470962831,0,1.62871891,4.254769668,1.809238937,1.282760495,0,0.170701438,1.631177002,0.029100796,0.232510019,0.543212728,0.858104057,0.597938443,2.423918603,0,0,1.818120076,1.870185594,0.135203578,0
'_techniques_T1012'-55,2.661415786,0.457512228,0.067887573,0.02131718,0.108350791,0,0.008894624,0.016986377,0,0.02300017,3.658854195,0,0,0,0,0.023744271,0,0.144749068,0.270979137,0.346888564,0.357400169,1.35792339,0,0,0,0.019197462,0,0
'_techniques_T1012'-56,2.661415786,0.457512228,0.067348571,0.021509551,0.097776286,0,0.0080368,0.016563057,0,0.020989023,3.658854195,0,0,0,0,0.023366484,0,0.14530417,0.269387294,0.342447132,0.352376877,1.357081049,0,0,0,0.018615274,0,0
'_techniques_T1012'-57,1.692819222,1.819067439,0.559432413,0.683595594,0.190450498,1.08399163,0.844851894,1.04293918,1.745655974,1.490545624,6.102240516,2.290805808,1.895175806,1.704162612,0.173887847,1.809351944,1.711295124,0.770300121,0.519157606,0.728370808,1.245291437,1.153404355,0,1.71881937,2.014209834,1.70455256,0.185199846,0
'_techniques_T1012'-58,2.661415786,0.457512228,0.068212005,0.021692028,0.108350791,0,0.008894624,0.016448533,0,0.02300017,3.662032773,0,0,0,0,0.023810282,0,0.144749068,0.268561414,0.347597798,0.399036688,1.413969645,0,0,0,0.019250833,0,0
'_techniques_T1012'-59,2.661415786,0.457512228,0.069517468,0.022816469,0.108350791,0,0.008894624,0.016786502,0,0.02300017,3.658854195,0,0,0,0,0.024048681,0,0.142551791,0.292602534,0.340099277,0.351494596,1.345349847,0,0,0,0.019132954,0,0
'_techniques_T1012'-6,2.533843419,0.457512228,0.067601951,0.021237281,0.097776286,0,0.008894624,0.0163534,0,0.02138349,3.662032773,0,0,0,0,0.023441799,0,0.142270936,0.265954602,0.343895986,0.352376877,1.413969645,0,0,0,0.018502903,0,0
'_techniques_T1012'-7,2.779267812,1.808786454,0.600792342,1.760429671,1.988603133,2.114537057,2.131407415,1.623403637,1.868029335,0.16981379,4.637230127,0.176566733,0.623035788,1.748271363,0.13771575,0.11380988,1.862364875,2.257711717,1.877742186,1.210456715,1.446750652,1.360427072,0,1.892148434,0.031730803,0.029947141,0.051098402,0
'_techniques_T1012'-8,1.554029117,0.457512228,1.244122954,0.021595891,0.118799673,0.001721578,0.126093331,0.01975654,0,0.023464916,3.658854195,0.022482291,0,0,3.805213204,0.034493041,0,0.082903804,0.222580434,0.345590186,0.368681634,0.734576899,0,0,0,0.134293088,3.656117995,4.545344509
'_techniques_T1012'-9,1.215769421,3.461545175,0.069013903,0.021921208,0.098809308,1.33286E-05,0.007383468,0.016786502,0,0.019644662,3.658854195,0,0,0,0,0.024331397,0,0.083791966,0.227791249,0.351919429,0.365206968,0.937408332,0,0,0,0.019672159,0,0
'_techniques_T1037_001'-1,1.558115946,6.899672483,0.068790683,0.021626769,0.108419052,1.33286E-05,0.007761257,0.017025126,0,0.021789818,3.658854195,0,0,0,0,0.024179737,0,0.082589246,0.243994071,0.391102648,0.370368501,0.989957926,0,0,0,0.019986009,0,0
'_techniques_T1037_001'-2,2.963350962,3.998227031,0.238453566,0.779614017,0.61872668,1.325914539,1.135642429,0.905683675,1.864740315,0.080395944,4.295088794,0.195636315,0.642420014,1.733506128,0.068272405,0.092289726,1.836393588,1.289679672,0.927494569,0.73905224,1.253895088,1.739600946,0,1.655965073,0.032372924,0.028781019,0.054647191,0
'_techniques_T1037_001'-3,2.261705318,4.941462443,1.874469704,2.041306615,1.754278667,1.632476436,1.58973252,1.988022363,1.71449287,2.381024986,2.186128988,2.037950716,1.91334472,1.930314977,0.327384938,2.565398477,1.714597999,1.511427781,1.616108675,1.724868104,1.676255162,2.119274481,0,1.914399322,2.401176034,2.007443558,0.3380342,0
'_techniques_T1037_001'-4,1.819947172,9.876551334,0.362364842,1.763233292,1.113873229,2.106191978,2.130840731,1.627303546,1.864740315,0.167260727,4.187935137,0.195636315,0.642420014,1.733506128,0.089738267,0.110187572,1.836393588,2.224033097,1.226589656,1.222735658,1.414767435,1.180730245,0,1.709433826,0.032982078,0.028321731,0.054647191,0
'_techniques_T1037_001'-5,1.029319315,11.30769245,0.051878082,0.426839298,0.09344805,1.065394281,0.810520929,0.647426438,1.864740315,0.029409647,4.17201372,0.195636315,0.642420014,1.733506128,0.047155918,0.062405829,1.836393588,0.820750767,0.351357216,0.218624415,0.865915896,0.523075948,0,1.655965073,0.032372924,0.0096778,0.054647191,0
'_techniques_T1041'-1,0.605639971,1.383959768,1.950029878,1.661221584,1.927372751,1.992314645,2.029055522,1.540339719,1.689715865,0.161519336,0.104781133,0.201752804,0.64041475,1.704162612,3.389769304,0.113801581,1.65368184,1.996392321,1.731145011,1.163944856,1.306488687,0.507313552,0,1.682759423,0.032746335,0.113814101,3.470870673,4.284484161
'_techniques_T1041'-10,0.591277619,1.317276036,1.956563607,1.628991286,1.900614021,1.928300204,1.979963123,1.529101285,1.580559399,0.159127489,0.110768626,0.18952875,0.646200115,1.617627692,3.541006161,0.113086228,1.639345345,1.95420066,1.630591517,1.153498222,1.249392205,0.499706862,0,1.594280285,0.032287546,0.120447658,3.790116,4.521314514
'_techniques_T1041'-11,0.728718317,0,2.900349575,0.591182535,0.624056648,0.003606646,0.139932194,0.624100741,0,2.1796544,0.234130384,1.888679297,1.28951898,0.003918956,3.649816886,2.180714497,0.03083712,0.136585279,0.600252731,1.016899471,0.555457206,1.369312558,0,0,1.986653418,2.077960522,3.88234604,4.48979221
'_techniques_T1041'-12,0.60284325,1.361555212,1.959519707,1.645588487,1.955634633,1.997233737,2.004224173,1.537170608,1.680480783,0.169249976,0.105224651,0.20327827,0.669919487,1.728152402,3.490381051,0.114539131,1.687375762,2.013555386,1.672626753,1.186768661,1.301002332,0.518251222,0,1.707304328,0.032400079,0.120396373,3.806750748,4.479413817
'_techniques_T1041'-13,0.05265348,0,1.297585749,0.021237281,0.119551628,0.001748472,0.130672436,0.019490248,0,0.019123946,0,0.02518607,0,0,3.592728235,0.033653076,0,0,0.158707737,0.343414964,0.320539938,0.020023454,0,0,0.000422144,0.127289708,3.358250421,4.284484161
'_techniques_T1041'-14,0.595278864,1.338273235,1.960916301,1.647940388,1.874229558,2.008059105,2.051895344,1.539008987,1.580559399,0.158867478,0.107442241,0.18952875,0.646200115,1.643726916,3.540851135,0.116827022,1.65368184,1.954029559,1.651260714,1.157860062,1.265292268,0.50565244,0,1.622173845,0.03196857,0.125478106,3.792492095,4.521314514
'_techniques_T1041'-15,1.312742708,1.361555212,1.931574271,1.969428637,1.772953817,1.616341308,1.572306451,1.929391765,1.745655974,2.255037176,0.329686427,1.88863144,1.879133687,1.704162612,0.304077353,2.349284372,1.711105707,1.511106894,1.592733191,1.611596409,1.646084521,1.894969281,0,1.71881937,2.196007803,1.837643172,0.307575924,0
'_techniques_T1041'-16,0.052044835,0,1.345690314,0.021595891,0.123046887,0.001748472,0.07477258,0.019941147,0,0.021056773,0,0.025331997,0,0,3.597946758,0.034633987,0,0,0.165073723,0.345109164,0.328609431,0.021779265,0,0,0.000422144,0.089117313,3.358250421,4.284484161
'_techniques_T1041'-17,1.063777881,1.397025274,2.827225551,1.153082422,0.595263102,1.088425394,0.953202161,1.178367058,1.723327475,2.339491024,0.419820972,2.188009441,1.954698751,1.784893195,3.479735887,2.278663103,1.735186947,0.902756267,1.138123698,1.519662572,1.494817899,1.739971915,0,1.727894026,2.144894222,2.040772454,4.018845081,4.479413817
'_techniques_T1041'-18,0.052764211,0,0.961445203,0.021509551,0.113807175,0.00170274,0.130395523,0.020248393,0,0.021153412,0,0.02293911,0,0,3.494553765,0.034460346,0,0,0.160454244,0.343949524,0.321780031,0.018820679,0,0,0,0.090273329,3.896535886,4.560926944
'_techniques_T1041'-19,0.674321488,0,1.337067131,0.568468616,0.618532679,0.000752927,0.071059029,0.61233119,0,2.063096107,0.217011799,1.673817532,1.249547368,0,0.218359304,1.799062444,0.028564114,0.131591907,0.566432678,0.963526048,0.521221351,1.288859279,0,0,1.756392592,1.770454871,0.134685569,0
'_techniques_T1041'-2,0.053477715,0,1.305625942,0.021133023,0.122969344,0.001660961,0.126539932,0.01998872,0,0.019226668,0,0.023137835,0,0,3.74644039,0.033939499,0,0,0.1785989,0.349533595,0.321892417,0.02074894,0,0,0,0.129800121,3.539351226,4.691637655
'_techniques_T1041'-20,0.511393277,0,2.478256739,0.383437478,0.626367764,0.003595581,0.094440187,0.478317659,0,1.730364257,0.234130384,1.888385401,1.28951898,0.003918956,3.473112922,2.022206381,0.03083712,0.076183427,0.446244781,0.895172237,0.534376873,0.971105643,0,0,1.986653418,2.024719831,3.868502449,4.691637655
'_techniques_T1041'-21,0.051310321,0,1.345501708,0.020840034,0.123654382,0.001660961,0.130481628,0.019557207,0,0.020968567,0,0.023137835,0,0,3.741897838,0.033471116,0,0,0.159052641,0.34196611,0.328815439,0.02021163,0,0,0,0.1285956,3.539351226,4.691637655
'_techniques_T1041'-22,1.127575863,1.391467208,2.830668028,1.464512176,1.848219064,1.352001915,1.256924391,1.603480095,1.745655974,2.423599987,0.344233734,2.098286401,1.922581092,1.752190319,3.358668248,2.592024592,1.713378713,1.116236613,1.287086556,1.435870744,1.505936313,1.722902032,0,1.71881937,2.404316555,2.067017797,3.750230466,4.284484161
'_techniques_T1041'-23,1.084345062,1.40280197,3.536875901,1.952545506,1.821364705,1.299899224,1.495859655,1.90167615,1.696137044,2.301218613,0.346026294,2.096804147,1.905992083,1.752190319,3.996592333,2.259799637,1.693365918,1.523089535,1.543379645,1.683867397,1.520953013,1.694108028,0,1.684005956,2.116794412,2.128479495,4.088373927,4.49256179
'_techniques_T1041'-24,1.12521356,1.361555212,2.875187448,1.467925648,1.270427822,1.344018558,1.313784259,1.5997321,1.745655974,2.317263657,0.344233734,2.11483804,1.921244249,1.708081568,4.364271842,2.312364615,1.713378713,1.197130924,1.272046911,1.41930512,1.750272278,1.722576952,0,1.71881937,2.15743074,2.054042258,4.200056387,4.536810515
'_techniques_T1041'-25,1.362707935,1.391467208,3.536875901,1.905403731,1.745288093,1.648998737,1.49306927,1.846757846,1.693185523,2.380231255,0.344566372,2.108539859,1.908726197,1.748271363,3.542001314,2.489733751,1.691591008,1.488259527,1.49010942,1.608239751,1.590536753,1.830656305,0,1.682759423,2.143988642,1.906635331,4.153543028,4.479413817
'_techniques_T1041'-26,0.05065245,0,1.345501708,0.021762416,0.120925954,0.001660961,0.123731514,0.019882614,0,0.020968567,0,0.023137835,0,0,3.805387786,0.034629192,0,0,0.159812748,0.347116776,0.335057551,0.020360986,0,0,0.000387256,0.093514547,3.974311283,4.691637655
'_techniques_T1041'-27,1.149941515,1.38778709,3.671349951,2.101917808,2.325067226,2.226639156,2.251034062,2.121145002,1.704501539,1.922763946,0.515272597,2.359691939,1.945198528,1.930314977,4.112681024,2.670941616,1.733011323,2.155234986,2.005266768,2.08240038,2.007452254,1.489666888,0,1.914399322,2.40203072,2.509779573,4.569176642,4.762546127
'_techniques_T1041'-28,0.051118003,0,1.345501708,0.02182284,0.121831956,0.001660961,0.130481628,0.0196879,0,0.019145681,0,0.023137835,0,0,3.807154422,0.035161487,0,0,0.162140441,0.349533595,0.326726759,0.018720668,0,0,0.000387256,0.094232599,3.973035182,4.691637655
'_techniques_T1041'-29,1.166176027,1.361555212,1.685036301,2.220606976,2.316770467,2.148049337,2.129797099,2.160777355,1.745655974,1.950848839,0.481648148,2.111421611,1.877796844,1.704162612,0.306107433,2.031788065,1.711063614,2.120646474,2.050662786,1.831016492,1.746845734,1.616501918,0,1.71881937,2.040219533,1.721690606,0.198282833,0
'_techniques_T1041'-3,0.608127128,1.383959768,1.940764528,1.661221584,1.941743352,2.053035971,2.04925856,1.556092686,1.698250205,0.16101841,0.104781133,0.201186176,0.64041475,1.704162612,3.483398232,0.113992529,1.65368184,1.993632446,1.771052451,1.180187641,1.302593035,0.503499097,0,1.682759423,0.032324191,0.120367559,3.795131291,4.473443774
'_techniques_T1041'-30,0.601968002,1.383959768,2.017239113,1.734475461,2.015870628,2.003857618,2.042498834,1.562588768,1.689715865,0.167206993,0.104781133,0.201752804,0.64041475,1.704162612,3.391062894,0.114694127,1.65368184,2.023991076,1.686593641,1.190468163,1.309231183,0.511746656,0,1.682759423,0.032746335,0.11574142,3.470870673,4.284484161
'_techniques_T1041'-31,0.676098131,0,0.82291732,0.367038375,0.372946864,0.000734286,0.07168817,0.432980659,0,1.577482576,0.20260056,1.82379273,1.228692613,0,0.161177477,1.720572119,0.028059001,0.135552498,0.570718402,0.830716557,0.505227542,1.252720422,0,0,1.763599412,1.67639712,0.130754957,0
'_techniques_T1041'-32,0,0,0.500969695,0,0.0042472,0.001761801,0.005783159,0.003116256,0.000815619,0.000835287,0.000332639,0.025332268,0.033454502,0,3.16626341,0.010473743,0,0,0,0,0.009280664,0.001812396,0,0,0.000422144,0.029419966,3.689995027,4.573247524
