,'_techniques_T1012','_techniques_T1037_001','_techniques_T1041','_techniques_T1053_005','_techniques_T1057','_techniques_T1059_001','_techniques_T1059_003','_techniques_T1059_005','_techniques_T1059_007','_techniques_T1083','_techniques_T1112','_techniques_T1119','_techniques_T1123','_techniques_T1195_002','_techniques_T1204_001','_techniques_T1204_002','_techniques_T1218_005','_techniques_T1218_010','_techniques_T1218_011','_techniques_T1497_001','_techniques_T1518_001','_techniques_T1547_001','_techniques_T1547_002','_techniques_T1559_001','_techniques_T1560_001','_techniques_T1566_001','_techniques_T1566_002','_techniques_T1566_003'
'_techniques_T1059_001'-56,0.460949249,1.527536619,0.370999946,1.752817177,1.874343798,2.183340033,1.434072976,1.672360023,1.889478385,0.163550832,0.105485544,0.193137243,0.64041475,1.753206956,0.091124522,0.111715518,1.860929513,2.124416884,1.680231622,1.232333547,1.378468928,0.527069399,0,1.703924908,0.032236473,0.02821001,0.055208488,0
'_techniques_T1059_001'-57,0.372547344,1.40722728,1.039703183,1.117784501,0.658994641,1.67621282,1.243854061,1.21175019,1.889478385,0.078187435,0.110768626,0.202616689,0.64041475,1.930314977,4.144938352,0.117486922,1.84271159,1.486301214,0.832308379,0.729368578,1.457095368,0.316234125,0,1.914399322,0.032324191,0.091114847,3.979300502,4.589563341
'_techniques_T1059_001'-58,0.479425822,1.54573774,0.376551316,1.779244855,1.081984831,1.631660388,1.446590269,1.645583225,1.864740315,0.165784493,0.107531258,0.195636315,0.642420014,1.753206956,0.091749865,0.111372992,1.836393588,2.172961808,1.082372044,1.228754009,1.37466838,0.381571824,0,1.703924908,0.032372924,0.028972632,0.054647191,0
'_techniques_T1059_001'-59,0.325701013,1.395892518,0.162503319,0.492171251,0.253792264,1.111540653,0.805336339,0.654568625,1.677209881,0.048733021,0.104230559,0.176167298,0.627380528,1.735962673,0.047433871,0.085658705,1.797474008,0.870454678,0.664116361,0.764529107,1.138308726,0.255635436,0,1.682759423,0.03220236,0.029329854,0.050426769,0
'_techniques_T1059_001'-6,1.211617214,1.527536619,3.369839436,1.302415609,1.006960238,1.372831739,2.21881619,1.484379675,1.889478385,1.849609371,0.339615928,2.149987089,1.963388231,1.757125912,3.560610217,2.390636534,1.891766633,1.202843492,1.115830739,1.359308035,1.74860556,1.368823653,0,1.703924908,2.219605651,2.090722491,4.424071275,4.479413817
'_techniques_T1059_001'-60,0.401685643,1.43426955,0.62154717,1.113577977,0.792812973,1.631669449,1.431655126,1.140545333,1.868029335,0.086220217,0.110768626,0.195636315,0.630566671,1.753206956,0.077235141,0.09515907,1.862364875,1.230795924,0.934933618,0.773154304,1.227591395,0.380619876,0,1.892148434,0.032488555,0.028303078,0.051098402,0
'_techniques_T1059_001'-61,0.652714273,1.43426955,0.666647053,1.750485054,1.962012355,2.18321046,2.082276067,1.57194608,1.640146036,0.159975824,0.104311526,0.175793235,0.628658393,1.753206956,0.135575342,0.106390895,1.807973663,2.014551181,1.703473388,1.195442528,1.308361778,0.546825558,0,1.703924908,0.032091996,0.029275558,0.050720138,0
'_techniques_T1059_001'-62,0.631323906,1.400879109,0.605033553,1.756933947,1.886820587,2.18321046,2.006761371,1.5346017,1.649410718,0.162673502,0.106703044,0.174861948,0.623704209,1.724849806,0.132972826,0.104336369,1.774671553,2.010456351,1.665303139,1.179958224,1.271924406,0.527349615,0,1.669200075,0.031855352,0.028147494,0.050564734,0
'_techniques_T1059_001'-63,0.668854507,1.43426955,0.644200299,1.79671451,1.947177946,2.18321046,2.070333323,1.539018026,1.640146036,0.158555835,0.104311526,0.175793235,0.628658393,1.753206956,0.135575342,0.106020318,1.807973663,2.020475061,1.688989868,1.188571759,1.302855253,0.546825558,0,1.703924908,0.032091996,0.028972632,0.050720138,0
'_techniques_T1059_001'-64,0.654054549,1.43426955,1.579284995,1.126728464,1.204555438,2.20636971,2.127732188,1.180543589,1.73158583,0.109358523,0.110768626,0.219633224,0.630566671,1.753206956,3.435950723,0.116168573,1.807973663,1.408311748,1.151280343,0.877381816,1.264688557,0.540623561,0,1.750685085,0.032488555,0.106797771,3.798363232,4.513123598
'_techniques_T1059_001'-65,0.64914442,1.43426955,0.631447046,1.79671451,1.962012355,2.18321046,2.076968052,1.57194608,1.648546911,0.15934433,0.104311526,0.175793235,0.628658393,1.753206956,0.135016212,0.105518013,1.828610185,2.022844613,1.683427003,1.203791344,1.296008352,0.536352772,0,1.718959447,0.032091996,0.028806163,0.050720138,0
'_techniques_T1059_001'-66,0.652211892,1.43426955,0.625619661,1.754335538,1.902748005,2.18321046,2.085261916,1.541760513,1.640146036,0.160331313,0.104311526,0.175793235,0.628658393,1.753206956,0.134069992,0.10590138,1.807973663,2.030500088,1.669286334,1.194648809,1.310729609,0.546825558,0,1.703924908,0.032091996,0.029012084,0.050720138,0
'_techniques_T1059_001'-67,0.668854507,1.43426955,0.624052667,1.79671451,1.962012355,2.18321046,2.13005745,1.531706076,1.640146036,0.165687216,0.104311526,0.175793235,0.628658393,1.753206956,0.133766393,0.105367779,1.807973663,2.030500088,1.667743239,1.176460793,1.298937806,0.535252159,0,1.703924908,0.032091996,0.028346876,0.050720138,0
'_techniques_T1059_001'-68,0.46130736,1.527536619,0.36997497,1.748730498,1.885050126,1.631669449,1.439894414,1.598740091,1.889478385,0.163625665,0.105485544,0.193137243,0.64041475,1.753206956,0.090891551,0.110892804,1.860929513,2.125040543,1.779712177,1.225754711,1.386066025,0.38921811,0,1.703924908,0.032236473,0.028311189,0.055208488,0
'_techniques_T1059_001'-69,0.464298116,1.527536619,0.399035212,1.746200846,1.984766678,2.183340033,1.443242181,1.61975581,1.889478385,0.173158292,0.105485544,0.193137243,0.64041475,1.753206956,0.091357493,0.111805767,1.860929513,2.135756135,1.682169336,1.328862127,1.388921976,0.546825558,0,1.703924908,0.032236473,0.028681048,0.055208488,0
'_techniques_T1059_001'-7,0.646693704,1.43426955,0.632419368,1.705955515,1.027923002,1.631539876,2.082276067,1.073355728,1.689715865,0.10108419,0.10499122,0.180500705,0.631725269,1.753206956,0.091508869,0.099836557,1.809501629,1.997964317,1.163911707,0.868707515,1.296008352,0.534261898,0,1.914399322,0.03227882,0.029743319,0.051604636,0
'_techniques_T1059_001'-70,0.479425822,1.527536619,0.378836855,1.832293187,1.868678291,2.183340033,1.473386537,1.672360023,1.889478385,0.163625665,0.105485544,0.193137243,0.64041475,1.753206956,0.091024677,0.110981231,1.860929513,2.130653472,1.685019852,1.242815529,1.391062568,0.527214265,0,1.703924908,0.032236473,0.028431701,0.055208488,0
'_techniques_T1059_001'-71,0.479425822,1.54573774,0.380267697,1.76462249,1.081984831,1.631539876,2.13005745,1.640290601,1.864740315,0.166948456,0.104531654,0.195636315,0.642420014,1.753206956,0.091715909,0.111447504,1.836393588,2.171893936,1.696932585,1.245539471,1.37466838,0.381398679,0,1.703924908,0.032372924,0.029012084,0.054647191,0
'_techniques_T1059_001'-72,0.468504654,1.527536619,1.587278269,1.762743597,1.954564387,1.67621282,1.519932027,1.640167596,1.894820689,0.169826378,0.105818182,0.215925855,0.64041475,1.753206956,3.49153534,0.12227951,1.860929513,2.17357587,1.724685785,1.258262902,1.401982729,0.390131543,0,1.703924908,0.032236473,0.095498734,3.73774315,4.573247524
'_techniques_T1059_001'-73,0.465003509,1.43426955,0.380267697,1.140252391,1.091850857,2.183222981,2.13005745,1.149564456,1.745655974,0.106136412,0.110103349,0.193469531,0.631725269,1.753206956,0.133828061,0.105693554,1.828610185,1.387500982,1.150331387,0.882914723,1.273075642,0.546825558,0,1.71881937,0.03251414,0.028900407,0.050720138,0
'_techniques_T1059_001'-74,1.244203128,1.43426955,1.685036301,2.200028675,2.157387638,2.201386726,2.206718464,2.148317933,1.640146036,2.077987152,0.496980929,2.260905784,1.918177373,1.757125912,0.320019281,2.158438477,1.838810784,2.100378116,1.974077698,1.874524824,1.678374746,1.687199944,0,1.703924908,2.265207345,1.895700775,0.210194397,0
'_techniques_T1059_001'-75,0.993542822,1.54573774,1.155380397,1.40846714,2.263416283,1.465763494,1.515965149,2.011119625,1.864740315,1.72270924,0.376105551,1.961674092,1.911663539,1.753206956,0.221811495,1.92286643,1.865008213,1.580549969,1.978030173,1.47529108,1.619017494,1.296333304,0,1.71881937,1.91323814,1.87690237,0.184781368,0
'_techniques_T1059_001'-76,0.464759262,1.43426955,0.376551316,1.077264528,1.045056837,1.631539876,1.473386537,1.060797026,1.660252378,0.161863076,0.104311526,0.175793235,0.630566671,1.753206956,0.092102999,0.094239976,1.807973663,1.365590138,1.103864487,0.872743445,1.190099645,0.38921811,0,1.703924908,0.032091996,0.029252485,0.050720138,0
'_techniques_T1059_001'-77,0.472582482,1.54573774,1.54191347,1.847360125,1.084748732,1.676203759,1.539212029,1.651221814,1.864740315,0.16921573,0.104531654,0.218307,0.642420014,1.753206956,3.404707041,0.122439274,1.836393588,2.172961808,1.130632617,1.237048864,1.392075275,0.39506577,0,1.703924908,0.032372924,0.105485926,3.718479094,4.551802313
'_techniques_T1059_001'-78,0.464759262,1.54573774,0.377611877,1.795335166,1.042603765,1.631660388,1.444828077,1.649817992,1.864740315,0.166514594,0.104531654,0.195636315,0.642420014,1.753206956,0.091543869,0.111058297,1.836393588,2.16648338,1.082985311,1.23853279,1.370484748,0.381571824,0,1.703924908,0.032372924,0.028806163,0.054647191,0
'_techniques_T1059_001'-79,0.644998752,1.43426955,0.628167761,1.149118722,1.081606966,1.631669449,2.13005745,1.176947051,1.89400507,0.10575368,0.110103349,0.179677579,0.628658393,1.753206956,0.092517644,0.102735099,1.841183624,1.489048762,1.134783387,0.888842267,1.268868022,0.546825558,0,1.914399322,0.032091996,0.031529368,0.051098402,0
'_techniques_T1059_001'-8,0.646693704,1.445604313,0.632419368,1.75450221,1.972117417,2.18321046,2.130068182,1.634998904,1.700831254,0.166129167,0.113947204,0.175793235,0.64041475,1.930314977,0.142780256,0.112548002,1.809501629,2.005336198,1.820818222,1.244697231,1.384119587,0.546825558,0,1.914399322,0.032324191,0.029990929,0.055208488,0
'_techniques_T1059_001'-80,0.463870156,1.527536619,0.386489163,1.767707673,1.984766678,1.631669449,1.443242181,1.615551479,1.889478385,0.166270014,0.105485544,0.193137243,0.64041475,1.753206956,0.091998162,0.114825291,1.860929513,2.149363235,1.688228015,1.252735909,1.40506938,0.381190943,0,1.703924908,0.032236473,0.030467648,0.055208488,0
'_techniques_T1059_001'-81,1.213326408,1.43426955,1.685036301,2.299636394,2.177129144,2.201257153,2.203276889,2.098887578,1.640146036,1.938898344,0.49539164,2.242886032,1.911418888,1.753206956,0.306243473,2.002198761,1.837074459,2.076627966,1.968102848,1.818958377,1.648920828,1.585144671,0,1.703924908,2.085572114,1.895972264,0.210361493,0
'_techniques_T1059_001'-82,0.639358947,1.43426955,1.873657103,1.79671451,1.931706824,2.227753831,2.215857893,1.550638123,1.640146036,0.163529406,0.104311526,0.198500287,0.628658393,1.753206956,3.575538088,0.120643726,1.807973663,2.022844613,1.664915092,1.182509087,1.305143094,0.54104885,0,1.703924908,0.032091996,0.119346311,3.717266132,4.545344509
'_techniques_T1059_001'-83,0.677120131,1.445604313,1.486396059,0.718364652,0.568146064,1.295434877,2.126647042,0.866104613,1.73158583,0.089900453,0.110768626,0.241982675,0.673869251,1.930314977,3.978211483,0.117554615,1.809501629,1.05258065,0.809580786,0.797871524,1.503109268,0.540654606,0,1.914399322,0.037877335,0.084886697,4.054400065,4.479413817
'_techniques_T1059_001'-84,1.211617214,1.43426955,3.311993089,2.211893102,2.331429432,2.225705661,2.196749171,2.120317982,1.640146036,2.082390821,0.49539164,2.323884149,1.918177373,1.757125912,3.655739754,2.434061331,1.838810784,2.089440334,1.981155225,1.871054253,1.679458082,1.7179844,0,1.703924908,2.265207345,2.06807771,4.062189717,4.545344509
'_techniques_T1059_001'-85,0.460890312,1.43426955,0.624052667,1.095767101,1.074766045,2.18321046,1.449268971,1.166495033,1.868029335,0.104899304,0.110768626,0.176566733,0.628658393,1.753206956,0.093614156,0.103445008,1.862364875,1.464573452,1.164838685,0.864361782,1.264906832,0.378908517,0,1.892148434,0.032091996,0.031529368,0.051098402,0
'_techniques_T1059_001'-86,0.401414164,1.538871381,0.289491503,0.882546937,0.780789552,1.447779254,1.254506965,1.006610201,1.89400507,0.08485294,0.110768626,0.193137243,0.64041475,1.930314977,0.083999886,0.098965737,1.862457479,1.46365041,0.978771346,0.777836247,1.225169247,0.3280721,0,1.914399322,0.032324191,0.032276542,0.055208488,0
'_techniques_T1059_001'-87,0.63905735,1.43426955,0.628573451,1.791568263,1.859518596,2.169350634,2.051549333,1.517593774,1.640146036,0.156125622,0.104311526,0.175793235,0.628658393,1.753206956,0.134762946,0.105253698,1.807973663,2.022140963,1.658701423,1.176256156,1.293743248,0.526449855,0,1.703924908,0.032091996,0.028810755,0.050720138,0
'_techniques_T1059_001'-88,0.668854507,1.43426955,0.635824951,1.710634978,1.870134085,2.18321046,2.13005745,1.526680249,1.640146036,0.158555835,0.104311526,0.177182857,0.628658393,1.753206956,0.135067042,0.106062553,1.807973663,2.004184391,1.688989868,1.173310869,1.307293987,0.546825558,0,1.703924908,0.032091996,0.029098767,0.050720138,0
'_techniques_T1059_001'-89,0.23213777,1.43426955,0.667261132,0.426839298,0.105499313,1.088384369,0.841539116,0.652514934,1.889478385,0.029175041,0.111081105,0.241836478,0.630566671,1.7568884,3.465490265,0.077449054,1.841183624,0.799377971,0.350450495,0.206978114,0.961646073,0.217967601,0,1.915570307,0.032885115,0.039991314,3.846026718,4.515983082
'_techniques_T1059_001'-9,0.637539574,1.54573774,0.628167761,0.512292055,0.218591263,1.095704972,0.836409918,0.712788572,1.864740315,0.047886272,0.111101265,0.195636315,0.642420014,1.753206956,0.134304592,0.091187293,1.836393588,0.922650623,1.101274701,0.795853927,1.228926351,0.533366185,0,1.740030694,0.032372924,0.028997636,0.054647191,0
'_techniques_T1059_001'-90,0.668854507,1.538871381,0.632419368,0.888681266,0.832658606,1.631669449,1.456168737,1.006610201,1.889478385,0.089829543,0.110768626,0.195636315,0.64041475,1.930314977,0.14116664,0.112914767,1.862457479,2.164331046,0.94704767,1.268619765,1.448056608,0.381398679,0,1.914399322,0.032633033,0.032276542,0.055208488,0
'_techniques_T1059_001'-91,0.63643235,1.43426955,1.883159156,0.916371588,0.84154791,2.227767159,2.214518372,0.98394351,1.73158583,0.091341163,0.110768626,0.257630669,0.630566671,1.753206956,3.599537191,0.116029656,1.807973663,1.166425741,0.972980019,0.743702685,1.464840195,0.532830236,0,1.750685085,0.032488555,0.103184649,3.94868316,4.534763539
'_techniques_T1059_001'-92,0.407296855,1.445604313,0.297170052,0.886708761,0.800449793,1.447649681,1.236319716,1.006610201,1.868029335,0.086589951,0.110768626,0.176566733,0.64041475,1.930314977,0.082091432,0.096477022,1.86389284,1.474873397,0.935287846,0.791052131,1.24586501,0.33133656,0,1.919721058,0.032324191,0.030556905,0.055208488,0
'_techniques_T1059_001'-93,0.668854507,1.43426955,0.666647053,1.79671451,1.143398427,2.18321046,2.075761714,1.068820033,1.705113253,0.101376328,0.105066252,0.184922249,0.631725269,1.753206956,0.092769393,0.097768297,1.807973663,1.426374756,1.099686096,0.87602823,1.250597079,0.529923238,0,1.727894026,0.032091996,0.031571872,0.051331781,0
'_techniques_T1059_001'-94,0.463371902,1.527536619,1.586934928,1.760537526,1.913844537,1.67621282,1.542526559,1.631687252,1.889478385,0.166621623,0.105485544,0.218323313,0.64041475,1.753206956,3.237448371,0.122553281,1.860929513,2.15816783,1.691865638,1.234027862,1.391741433,0.384177901,0,1.703924908,0.032658617,0.092463287,3.446873044,4.284484161
'_techniques_T1059_001'-95,0.646693704,1.54573774,0.632419368,1.115549594,1.873189113,2.183222857,2.070333323,1.176947051,1.864740315,0.106402277,0.104531654,0.195636315,0.642420014,1.753206956,0.134457082,0.09965834,1.836393588,1.531250358,1.68977282,0.901154516,1.249750286,0.536352772,0,1.703924908,0.032372924,0.029518643,0.054647191,0
'_techniques_T1059_001'-96,0.642289719,1.538871381,1.655553257,1.149118722,0.654059397,1.63343125,2.177570094,1.632438038,1.889478385,0.167396433,0.111101265,0.220582409,0.64041475,1.934233933,3.449656629,0.127285786,1.862457479,1.476738084,0.829800187,0.90645889,1.329923679,0.549697691,0,1.915645854,0.033142895,0.090207997,3.653987931,4.49256179
'_techniques_T1059_001'-97,0.460618833,1.527536619,0.373131794,1.754802276,1.877096252,1.631669449,1.440924462,1.672360023,1.898531755,0.164314509,0.105485544,0.193137243,0.64041475,1.753206956,0.091623745,0.112274119,1.881880615,2.242912052,1.691865638,1.2368976,1.387090218,0.38921811,0,1.703924908,0.032236473,0.029112365,0.055208488,0
'_techniques_T1059_001'-98,0.669125986,1.43426955,0.629697652,1.103169273,1.143398427,2.18333218,2.13005745,1.135313194,1.868029335,0.110963586,0.110768626,0.176566733,0.628658393,1.753206956,0.092206217,0.099590131,1.862364875,1.474597997,1.146616666,0.881993761,1.320205248,0.546825558,0,1.892148434,0.032091996,0.029051007,0.051098402,0
'_techniques_T1059_003'-1,0.054436507,0,1.219826724,0.021799727,0.123634455,0.001704366,0.132466244,0.020304133,0,0.019548518,0,0.022719787,0,0,3.795959207,0.034711913,0,0,0.1680333,0.356223082,0.323240276,0.020740683,0,0,0,0.136908083,3.613720265,4.569437587
'_techniques_T1059_003'-10,0.341240899,1.47534445,0.16433589,1.757356408,1.982379903,1.098705259,2.090317894,0.71430254,1.745655974,0.166948456,0.110768626,0.195636315,0.631725269,1.704162612,0.04776236,0.085927057,1.682541593,0.845290769,1.87239791,0.781438711,1.232429008,0.536677371,0,1.750685085,0.033384287,0.028667581,0.051098402,0
'_techniques_T1059_003'-100,0.795186634,1.392083064,0.680693744,1.767347586,0.33478056,2.183340033,2.130068182,1.043789488,1.73158583,1.534040722,0.511564256,2.29933542,1.907551733,1.930314977,0.185544305,1.982898936,1.684069558,2.067570265,0.763014587,1.219876628,1.484614766,1.105991832,0,1.914399322,2.269126224,1.863513673,0.198563834,0
'_techniques_T1059_003'-101,0.697687715,1.498632234,2.094677968,1.027410482,0.736338205,2.197030353,1.101975984,1.292361046,1.889478385,1.549475864,0.343751125,1.991981974,1.871663092,1.724849806,4.091004827,1.890939057,1.809840723,1.172820502,0.911309596,1.192129169,1.683942634,0.991303384,0,1.707304328,1.917000409,1.88977439,4.024845673,4.589563341
'_techniques_T1059_003'-102,0.634848983,1.380748302,0.663101007,1.779244855,1.960403423,2.12369997,2.13005745,1.617576862,1.73158583,0.16558661,0.110768626,0.195636315,0.630566671,1.698323821,0.134179098,0.106086266,1.67385752,2.069517984,1.781898514,1.19593652,1.382816889,0.530382105,0,1.750685085,0.032205883,0.02930553,0.051098402,0
'_techniques_T1059_003'-103,0.053217704,0,0.866082199,0.021360825,0.122182832,0.001704366,0.07477258,0.019771809,0,0.02095982,0,0.023011629,0,0,3.831602497,0.034669329,0,0,0.158707737,0.34196611,0.31979792,0.018762762,0,0,0,0.092973298,3.62239709,4.569437587
'_techniques_T1059_003'-104,0.623328716,1.54573774,0.363078683,1.779244855,1.959944522,2.10612093,2.13005745,1.638022617,1.864740315,0.168425621,0.110768626,0.197255046,0.642420014,1.733506128,0.090311924,0.111526729,1.836393588,2.186844155,1.679252669,1.251782908,1.384205875,0.380212159,0,1.659244037,0.032543487,0.029067773,0.054647191,0
'_techniques_T1059_003'-105,0.640690599,1.361555212,0.635824951,1.758892058,2.075933559,2.16393861,2.112661256,1.687957603,1.745655974,0.174365718,0.110103349,0.193469531,0.631725269,1.704162612,0.134425638,0.105514068,1.682541593,2.03968331,1.771648254,1.186199566,1.395048073,0.542619214,0,1.71881937,0.036932233,0.028842421,0.050246598,0
'_techniques_T1059_003'-106,0.229766564,1.527536619,0.054861486,0.426839298,0.101544713,1.080012193,0.810304332,0.640043553,1.889478385,0.027910862,0.110768626,0.195636315,0.64041475,1.728152402,0.047674763,0.063131566,1.860929513,0.789163442,0.35083536,0.22062275,0.834998471,0.214590656,0,1.750685085,0.032633033,0.009842678,0.055208488,0
'_techniques_T1059_003'-107,0.669112664,0,1.184849572,0.592524784,0.593444167,0.00075755,0.076109322,0.558382582,0,2.004880908,0.211982281,1.615628048,1.251864562,0,0.210306333,1.720184387,0.028351435,0.131300646,0.562750376,0.952372591,0.517061249,1.324337756,0,0,1.759273553,1.689243924,0.133567499,0
'_techniques_T1059_003'-108,0.639713145,1.380748302,0.663101007,1.775120098,1.970715067,2.133639981,2.13005745,1.627045949,1.73158583,0.165936219,0.110768626,0.195636315,0.630566671,1.698323821,0.134243081,0.105971584,1.67385752,2.064914285,1.775661022,1.19593652,1.387258108,0.53112789,0,1.750685085,0.032205883,0.029243755,0.051098402,0
'_techniques_T1059_003'-109,1.04272781,1.54573774,1.29106155,2.104025449,2.190363528,2.166333356,2.177736214,2.093679706,1.864740315,1.827139879,0.418815772,2.138621711,1.922581092,1.76244891,3.837581766,1.964253022,1.836393588,2.095809681,1.933826642,1.77553281,1.601808164,1.452245719,0,1.768424205,2.142967814,1.87479054,3.764905246,4.589563341
'_techniques_T1059_003'-110,0.732405632,0,1.279967773,0.598484089,0.628935323,0.000820316,0.076109322,0.633374103,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.231743033,1.922272025,0.03083712,0.134391405,0.606770818,1.02283247,0.539739119,1.407864277,0,0,1.986653418,1.903095438,0.1477859,0
'_techniques_T1059_003'-111,0.463100423,1.442018395,0.376551316,1.1099027,1.08883234,1.589427599,2.13005745,1.148197761,1.745655974,0.110963586,0.110103349,0.193469531,0.631725269,1.710912068,0.09135914,0.094114057,1.682541593,1.387127196,1.159230493,0.87602823,1.279811901,0.377851335,0,1.71881937,0.032453941,0.029217572,0.050640055,0
'_techniques_T1059_003'-112,0.637766089,1.380748302,0.626325366,1.777341072,1.963575658,2.128117753,2.13005745,1.617576862,1.73158583,0.165120741,0.110768626,0.195636315,0.630566671,1.698323821,0.134060274,0.105099827,1.67385752,2.08550978,1.789455813,1.21214288,1.388257359,0.529923238,0,1.750685085,0.032205883,0.028997636,0.051098402,0
'_techniques_T1059_003'-113,0.634848983,1.380748302,0.626325366,1.766871763,1.952158015,2.12369997,2.13005745,1.611265807,1.73158583,0.164887926,0.110768626,0.195636315,0.630566671,1.698323821,0.134060274,0.105721789,1.67385752,2.048665937,1.766664412,1.189924723,1.382816889,0.537847005,0,1.750685085,0.032205883,0.029109314,0.051098402,0
'_techniques_T1059_003'-114,0.458982679,1.388461877,0.378401329,1.115549594,1.085534544,1.606819423,2.13005745,1.141984774,1.73158583,0.110297837,0.110768626,0.195636315,0.630566671,1.724849806,0.091342817,0.093914524,1.681224384,1.404858973,1.149306887,0.873995759,1.265646432,0.383478279,0,1.750685085,0.032488555,0.029243755,0.051098402,0
'_techniques_T1059_003'-115,0.456593453,1.380748302,1.620609393,1.112971394,1.104313794,1.617757653,1.655616291,1.147610161,1.73158583,0.109613896,0.110768626,0.257733861,0.630566671,1.698323821,4.596166343,0.117416462,1.67385752,1.404858973,1.142832321,0.873995759,1.511960145,0.397053569,0,1.750685085,0.032205883,0.150040444,3.924984705,4.569437587
'_techniques_T1059_003'-116,0.646333749,1.527536619,0.39797803,1.786736759,2.012927679,2.143160857,2.13005745,1.64218283,1.889478385,0.175366442,0.110768626,0.195636315,0.646787036,1.731664855,0.091804755,0.115561244,1.860929513,2.231911541,1.776687595,1.375331409,1.432013527,0.546782131,0,1.750685085,0.076201356,0.029548564,0.055208488,0
'_techniques_T1059_003'-118,0.600470046,1.40654097,1.885701895,1.654459386,2.03021523,2.043295044,2.220056849,1.544258466,1.70959025,0.161857494,0.104781133,0.20327827,0.669919487,1.681172756,3.49227615,0.115241204,1.662837477,2.024416148,1.730022128,1.181467367,1.313175431,0.515502453,0,1.66289113,0.033184927,0.120736158,3.806750748,4.479413817
'_techniques_T1059_003'-119,1.191894942,1.457994535,1.687499752,1.679143065,1.432789253,1.433615929,1.230268377,1.61589071,1.889478385,2.343666862,0.344899011,2.051099789,1.925333416,1.752190319,3.788020718,2.275652941,1.89843977,1.375791596,1.44529773,1.506377841,1.666578132,1.970351819,0,1.897438207,2.400548595,1.956725405,3.679712773,4.624369566
'_techniques_T1059_003'-12,0.646693704,1.361555212,0.632419368,1.741981959,1.972012194,2.152960487,2.065243065,1.635647438,1.745655974,0.166129167,0.110103349,0.193469531,0.631725269,1.704162612,0.133592337,0.104944899,1.682541593,2.022937684,1.855988188,1.194323356,1.384119587,0.530123777,0,1.71881937,0.032267872,0.028925541,0.050246598,0
'_techniques_T1059_003'-121,1.336506351,1.457994535,1.825398954,1.99571697,1.671152217,2.133644098,2.13005745,1.986211091,1.889478385,2.368029064,0.33844191,2.051099789,1.925333416,1.728768762,0.324985433,2.540493045,1.762319918,2.067106523,1.777809356,1.697321979,1.6603488,1.970351819,0,1.750685085,2.39819838,2.00146388,0.330017688,0
'_techniques_T1059_003'-123,0.635706522,1.442018395,0.663101007,1.763233292,2.063764147,2.131273311,2.13005745,1.624260611,1.73158583,0.173319175,0.110768626,0.195636315,0.630566671,1.710912068,0.134243081,0.105338616,1.680254138,2.057831672,1.763347425,1.163257613,1.382816889,0.546825558,0,1.750685085,0.032428357,0.028903393,0.051098402,0
'_techniques_T1059_003'-124,0.340932673,1.527536619,0.613980317,0.508324498,1.108984525,1.095956266,1.14505108,1.146304656,1.889478385,0.107913981,0.110768626,0.193137243,0.64041475,1.761351263,0.092286671,0.089819414,1.862364875,0.912907084,1.157362982,1.248983947,1.400382539,0.533893048,0,1.892148434,0.032236473,0.029441899,0.055208488,0
'_techniques_T1059_003'-125,0.23213777,1.380748302,0.055192975,0.426839298,0.102512502,1.08116895,0.810304332,0.647426438,1.745655974,0.028195818,0.110768626,0.195636315,0.631725269,1.704162612,0.04776236,0.057808782,1.682541593,0.740199963,0.363027648,0.203545814,0.834998471,0.214590656,0,1.750685085,0.032267872,0.009800174,0.051098402,0
'_techniques_T1059_003'-126,0.606981649,1.391467208,1.200469272,1.668251935,1.977763754,2.099708279,2.13005745,1.626368335,1.719724644,0.174365718,0.105395235,0.181100515,0.633062112,1.758529954,3.789819406,0.112603139,1.692589526,2.029133044,1.695567825,1.187180198,1.31276919,0.535045832,0,1.767177672,0.031953075,0.133095464,3.647673132,4.589563341
'_techniques_T1059_003'-127,0.645739441,1.527536619,0.375624154,1.832293187,1.984766678,2.183340033,1.473397269,1.612112013,1.889478385,0.105274228,0.110768626,0.199463847,0.64041475,1.930314977,0.098138757,0.111958666,1.860929513,2.144685795,1.682488276,1.240249499,1.384119587,0.527214265,0,1.915645854,0.032543487,0.029650567,0.055208488,0
'_techniques_T1059_003'-128,0.633728131,1.527536619,0.652840867,1.847360125,1.952158015,1.60548723,2.13005745,1.608838833,1.889478385,0.170849457,0.110768626,0.195636315,0.64041475,1.728152402,0.133070068,0.098802222,1.860929513,1.47861822,1.77695055,0.970053252,1.264906832,0.386344357,0,1.750685085,0.032633033,0.028734696,0.055208488,0
'_techniques_T1059_003'-129,0.639358947,1.380748302,0.666647053,1.10320661,1.95694158,1.601212228,1.473386537,1.627303546,1.745655974,0.168653157,0.110768626,0.195636315,0.631725269,1.704162612,0.133440828,0.10475585,1.682541593,1.402557124,1.149731682,1.190451682,1.396645957,0.378908517,0,1.750685085,0.032267872,0.028590922,0.051098402,0
'_techniques_T1059_003'-13,0.405499222,1.380748302,0.293462228,1.741981959,0.790863257,1.429136239,2.082442776,0.987752974,1.745655974,0.085824032,0.110103349,0.193469531,0.638676853,1.731664855,0.076372352,0.105188458,1.682541593,1.160537943,0.971314312,0.765216179,1.400382539,0.328769882,0,1.71881937,0.032267872,0.028547343,0.051098402,0
