'_techniques_T1012', '_techniques_T1037_001', '_techniques_T1041', '_techniques_T1053_005', '_techniques_T1057', '_techniques_T1059_001', '_techniques_T1059_003', '_techniques_T1059_005', '_techniques_T1059_007', '_techniques_T1083', '_techniques_T1112', '_techniques_T1119', '_techniques_T1123', '_techniques_T1195_002', '_techniques_T1204_001', '_techniques_T1204_002', '_techniques_T1218_005', '_techniques_T1218_010', '_techniques_T1218_011', '_techniques_T1497_001', '_techniques_T1518_001', '_techniques_T1547_001', '_techniques_T1547_002', '_techniques_T1559_001', '_techniques_T1560_001', '_techniques_T1566_001', '_techniques_T1566_002', '_techniques_T1566_003'
2.6419712752000004,1.2860484266727272,0.4902934723818181,0.5766392505090909,0.5694565485090909,0.6213255714036363,0.5893166392,0.586216495527273,0.6616168034909091,0.6015878268363637,4.252593193581819,0.6478264340000002,0.6648869730909089,0.6670875086363637,0.34349632530909086,0.6331316695272725,0.6611850699818183,0.7151359040000002,0.6983607813999998,0.7243996272181817,0.7945745064545454,1.4475729164727271,0.0,0.6710855620727272,0.6370719164181818,0.6103027468181819,0.3422306930909091,0.3265164829636364
1.9264877426000002,7.404721148199999,0.5191913753999999,1.0065239982,0.7377491356,1.22599811252,1.1348995732,1.0370922296,1.4617427629999997,0.5359762243999999,3.7000041668000003,0.5249719321999999,0.7681209524,1.4261666722000002,0.1065103056,0.5708922681999999,1.4447557526,1.1856961126,0.8731088374,0.8592766129999999,1.1162404164,1.3105279091999997,0.0,1.3871526588,0.49978079200000003,0.4188420234,0.1003951546,0.0
0.536713700859649,0.5769417491578946,1.8886538102982455,0.835063379754386,0.9015322017017544,0.7343279606315789,0.8040882114736844,0.8282718552807018,0.7076711849122808,1.009623980736842,0.17085196931578944,1.007573297754386,0.9006466960175438,0.7302440779824562,3.11978305845614,1.0558454446666665,0.7196914722631579,0.7332402865438599,0.8371325758596488,0.918844434947368,0.8552463859999999,0.7607828807192982,0.0,0.7193580428245614,1.0007603597368422,1.0578990650701754,3.2666115397017537,3.8106803700175416
0.6887812366444446,1.0914772935555557,0.8637278580444446,1.3945832504444446,1.3319517536444445,1.386850588177778,1.3947579688,1.2579455895333336,1.3476981829333334,0.9622982083777779,0.1976636288222222,0.9136068616666668,1.0360265280444443,1.3688469332444448,0.3447768526444444,0.9187180815777776,1.3386463606222223,1.353069093044445,1.2957712751555552,1.1440685892888887,1.1847132684000004,0.8811253277555559,0.0,1.376744764911111,0.8928224546000002,0.810329462977778,0.27968443806666665,0.20357944155555557
0.5861382001730769,0.9497619778846155,0.8386452573461535,1.149719997423077,1.2824348591538461,1.2930515090961536,1.270137301288462,1.1195989750961537,1.1965125456538466,0.6797294222884614,0.14274273532692308,0.6427140660769233,0.8291226004038462,1.2042352317692306,0.6251050041346153,0.6356009783461539,1.173705375173077,1.228577479846154,1.1929384231153848,1.0292176415576917,1.0821404917115387,0.6744276970576925,0.0,1.2096494406730767,0.5965657364230768,0.5671647357692308,0.588328417173077,0.6145561990384616
0.6329645972739727,1.337141593616434,0.8428636125753421,1.4112225397315075,1.4185297405643835,1.7084560365890424,1.6523240113835602,1.3703732539315066,1.6501468784136946,0.495263635328767,0.18465687627945232,0.5467348017232877,0.8356458707780794,1.6007719483917768,0.799347313032877,0.48787246218356156,1.6324330730465775,1.631594927254795,1.3674600233534255,1.1042083523095898,1.2918380427287675,0.6519169352,0.0,1.608470514739723,0.4424528789205487,0.4147969205287674,0.7505504654931511,0.8095905955863018
0.7864677874905659,0.46919338888050294,1.1971289060314467,0.905314303704403,0.8851410760440256,0.5660348075408809,0.596819117106918,0.9457207193836477,0.574120603534591,1.9488279031886788,0.33519464694339574,1.88855324716352,1.4789807374528294,0.5827937328238998,0.4724748055283018,1.8872512698427657,0.5913455589622643,0.60830365754717,0.869840113289308,1.1335290917295597,0.8613583395471702,1.2808514678553458,0.0,0.5810667800188681,1.9986754286729573,1.8702472438930817,0.4475914729559752,0.3101649896855346
2.509430760184211,1.4316057043157895,0.5108262571315789,0.602357994618421,0.6206266995526316,0.6308765632736842,0.6074490516315789,0.6242613314210524,0.681293778105263,0.604307256013158,4.419482971223684,0.6076477810921054,0.639884484736842,0.6875859225789475,0.2870877826184211,0.5924644248421053,0.677935070263158,0.7095092986315792,0.7374259502763155,0.7376676524078948,0.7956858008684207,1.5859388106710528,0.0,0.6960812251052633,0.5919604879605262,0.557595360526316,0.25921303427631576,0.23880254963157896
0.72580163859375,0.7320360810312501,1.2608879350625002,1.0238384211250002,1.05698380896875,0.8666875443125002,0.86512682415625,1.0717910394999999,0.8890731657500002,1.61153842259375,0.26489175906250007,1.5900184286874999,1.3716961975937503,0.8654550287499998,0.95683981521875,1.5741500506562502,0.8968452344687503,0.9005055735937499,1.0020524472499999,1.12534620625,0.9847980036874999,1.10470471471875,0.0,0.84621777121875,1.6138029265625,1.5152669635000005,0.9817889002500002,0.98635869425
0.6540124508181818,0.5146817980909091,1.271463512,0.9009597984545455,0.946708919,0.6333853289090908,0.688937627909091,0.8697486191818182,0.6322257825454546,1.3687757783636363,0.17407600499999998,1.1348969303636363,1.8343592691818182,0.6434640896363636,1.2134132681818182,1.2390012299999997,0.6289708751818182,0.6986013059090909,0.875974144,1.0219965923636365,0.8257201537272727,0.9772292030000002,0.0,0.6290433114545454,1.214470763272727,1.2532883972727271,1.180762808090909,1.241060864909091
0.48159302714285707,0.7956849957142857,0.7760640924285713,0.9322112202857143,0.8918630308571428,1.0104620608571429,0.9968484245714286,0.8628329334285713,0.9660891534285714,0.6577525077142857,0.125101031,0.5992243595714284,0.7307687561428571,1.1362973597142856,0.6682642251428571,0.5808556442857142,0.9739072778571428,0.9979958625714286,0.8120730864285715,0.8281262608571428,0.8710545087142858,0.5456245934285714,0.0,1.0233381204285714,0.5677174694285715,0.5491154779999999,0.5843104752857143,0.6417945414285714
0.7324728558737865,0.5826805025922333,1.5644173006310675,0.9390947426893205,0.8815436352135919,0.6909902153592232,0.7160430895048547,0.9829531560194175,0.7214499991747573,1.714841078582524,0.2570120275922329,1.620807162980582,1.347241644912621,0.7665672009611654,1.961644335961165,1.7718169736893208,0.737602982475728,0.6767421989126216,0.8638496940873787,1.088996068640777,0.9428439745145634,1.139262095145631,0.0,0.7649039060194175,1.726247261766991,1.7823289301650485,2.0145319539320403,1.9822290061650474
0.8072373705223881,1.0156067039253729,0.600307334686567,1.0504547358805971,1.0358197707313435,1.1374391812835822,1.1740345309850744,0.9801040094179101,1.1863182207611933,0.6433033499999999,0.6612984207611937,0.6324038525970148,0.8070832197462686,1.1704516746417906,0.18189729371641797,0.6021408635373136,1.1755790909253727,1.1985210332985072,1.125019948850746,0.9256674223582088,1.0016098452686568,0.7900036884776125,0.0,1.189806426477612,0.5910253662537315,0.5496458579402983,0.1363302335373134,0.06740273256716418
0.6270736560526317,1.0528294601578947,0.7894650924736843,0.9888783153684211,0.8732652138421052,1.0280546948421052,1.0470823263157896,1.0489058039473687,1.2722134777894738,0.942122255368421,0.387615642,1.027457626736842,1.1004924695263159,1.3092965948421054,0.5910454151052632,0.9772058994736842,1.2557587778947366,0.9610733614736843,0.982628729736842,1.007507779894737,1.0731539670526316,0.8252360628421052,0.0,1.2976949163684213,1.0124307704736843,0.9368997530526316,0.509222924368421,0.4785448242631579
0.6997864452000001,1.1811714394222224,0.6893553661333334,1.2683810906000001,1.3719667192444445,1.4742236494,1.4710097985777777,1.223910082888889,1.401949500888889,0.4997833880444444,0.43501480224444444,0.5789278209111112,0.8594562597777775,1.4960342976000003,0.5218419750222222,0.5336893657555557,1.4069971172222222,1.474425801488889,1.2782483818888888,1.0640005127777779,1.2511648116666665,0.6756714957555553,0.0,1.4430448384444445,0.49444668477777776,0.45039316128888884,0.42835949308888926,0.40237727706666665
