,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1033,0.033214494,0.030193147,0.025284287,0.053673542,0.038052631,0.017572028,0,0.014831907,0.026184489,0.031967721,0.032402494,0.031295983,0.031426609,0.030986045,0.026834406,0.014029653,0.027833588,0.026892972,0.020630839,0.028427186,0.024913266,0.032116001,0.035185719,0.035974136,0.029572164,0.032955354,0.02744978,0.026379436,0.031789627,0.036189067,0.027547655,0.035462538,0,0.034647483,0.025816317,0.034737083,0.04633595,0.023890973,0.026800246,0.028421334,0.030641987,0.026255751,0.032888234,0.035076138,0.029442357,0.026752073,0.035400503,0.012812605,0.032876108,0.055528401,0.031190902,0.03245911,0.027556275,0,0.023058147,0.03887594,0.017354816,0,0.041714959,0.027054155,0.019035594,0.041903249,0,0,0.029414846,0.031375984,0.031622243,0.029029709,0.040765657,0.027149973,0,0.03249598,0,0.026117722,0.019729908,0.032075803,0.03410776,0.050502582,0.029097197,0.024300072,0,0.04633595,0,0.041418257,0.030905071,0,0,0.029326456,0,0,0.025553151,0.027188042,0.023598343,0.018102125,0.028511303,0.03604304,0,0.03870156,0.04633595,0.022353614,0.026399805,0,0.032431559,0.033353418,0.035767616,0,0,0,0,0.027408009,0.027839804,0.023834466,0.018152187,0.029807438,0.023620614,0.026654656,0.030200761,0.020275822,0.024126704,0.039744862,0.03989899,0.031554765,0.036045303,0.030466274,0.03130269,0,0.033063951,0.026165976,0.030212879,0.028029262,0.03220274,0.0343814,0.039706713,0.048620965,0.027525249,0.034003426,0.032235556,0.034131177,0,0.020164234,0,0.037177406,0.030833629,0.030667392,0,0,0,0,0,0.022587864,0,0
T1036,0.061353539,0.067604505,0.062313986,0.080189588,0.050933321,0.03106462,0,0.038647492,0.048335119,0.057863358,0.057153459,0.060907523,0.073709054,0.070529635,0.05422681,0.008011288,0.050790778,0.060706196,0.040248703,0.058519165,0.046420268,0.057549379,0.0575184,0.066553167,0.05512956,0.055131526,0.058162037,0.055366182,0.066250564,0.07670342,0.05451513,0.06692157,0,0.061251377,0.062235513,0.062782965,0.081914774,0.059103355,0.061231625,0.056252481,0.060948672,0.065359738,0.062447049,0.055089119,0.070277662,0.047293517,0.063247639,0.007316322,0.061259985,0.098165603,0.064260683,0.076300415,0.059774077,0,0.057490389,0.080342823,0.035159026,0,0.09118903,0.067813583,0.071602109,0.08844789,0,0,0.067261943,0.052990561,0.059751636,0.051320023,0.072120945,0.039533943,0,0.068862879,0,0.066714743,0.074213761,0.063460407,0.051188218,0.089280734,0.051439332,0.013875957,0,0.081914774,0,0.105241434,0.063458066,0,0,0.058470106,0,0,0.014591496,0.061610016,0.041718212,0.068090877,0.076447693,0.095890631,0,0.091804152,0.081914774,0.084082793,0.071535804,0,0.074521072,0.047819148,0.071676515,0,0,0,0,0.048453109,0.058817475,0.051634588,0.045626055,0.061250256,0.059509364,0.063732913,0.061522844,0.076267207,0.064112453,0.075861049,0.094644582,0.055783932,0.08429542,0.0686715,0.059850796,0,0.075551014,0.063256634,0.057165712,0.065381272,0.04598808,0.063894819,0.073989189,0.088349953,0.062110687,0.060443794,0.064807141,0.059610222,0,0.040747765,0,0.06572389,0.041164669,0.057725747,0,0,0,0,0,0.035977712,0,0
T1037,0.031052158,0.038837703,0.026432549,0.051291341,0.03023635,0.021773741,0,0.053435435,0.026798276,0.030248215,0.030070333,0.032557884,0.034214844,0.039679428,0.016268609,0,0.028037088,0.035589698,0.075450688,0.017683232,0.020459003,0.02746661,0.032757997,0.03917714,0.028243058,0.029849887,0.017767284,0.030817793,0.03685672,0.041633602,0.030734362,0.041308287,0,0.042932172,0.034926511,0.033151571,0.057415512,0.025449454,0.028286881,0.016736755,0.03199163,0.033676616,0.034389524,0.030897761,0.037990272,0.033148861,0.032489666,0,0.030623479,0.068806005,0.032284277,0.041809048,0.029087465,0,0.074318205,0.041039384,0.01020119,0,0.044411872,0.035011956,0.025396825,0.044474595,0,0,0.037729808,0.026269876,0.031172432,0.035971111,0.034013141,0.023555503,0,0.036233389,0,0.033839903,0.026323162,0.035275063,0.03283248,0.062578443,0.036054736,0,0,0.057415512,0,0.053646558,0.029278997,0,0,0.029460284,0,0,0,0.042546832,0.029241032,0.024151413,0.037056633,0.046821772,0,0.049919335,0.057415512,0.029823647,0.034336198,0,0.041629588,0.029790322,0.050872499,0,0,0,0,0.03396164,0.039721828,0.04320494,0.050063483,0.040926762,0.030578103,0.040515772,0.032284604,0.027051507,0.031339431,0.037343596,0.051463845,0.039099943,0.046391734,0.032632264,0.040919982,0,0.038982938,0.033788175,0.023591738,0.036060676,0.028574833,0.038609031,0.034676861,0.049522735,0.035236335,0.031160693,0.035497934,0.032461948,0,0.012224755,0,0.046067035,0.024390393,0.026719409,0,0,0,0,0,0.009651293,0,0
T1039,0.074356788,0.062173434,0.071911437,0.078319413,0.072934973,0.011486868,0,0.023460698,0.063531489,0.067571054,0.068372821,0.060516045,0.076613716,0.043744639,0.10809017,0.058564065,0.051621341,0.053622469,0.013486419,0.114397639,0.06932032,0.080379911,0.064977346,0.054634884,0.064370712,0.067203993,0.11029737,0.041623239,0.05211814,0.063334894,0.045240644,0.052650416,0,0.022649124,0.053319693,0.071913266,0.030289897,0.063914015,0.066446919,0.114601551,0.061251691,0.060157182,0.059759347,0.06870463,0.047285792,0.01748788,0.07796354,0.053483733,0.075154269,0.03629902,0.067745924,0.050273956,0.062648183,0,0.032496167,0.079793175,0.069983245,0,0.094383681,0.048739561,0.073333333,0.089824137,0,0,0.042667686,0.075067346,0.065806563,0.018976775,0.104201177,0.046405749,0,0.062265995,0,0.049092797,0.076008131,0.055053055,0.04909168,0.033013633,0.019020892,0.101435935,0,0.030289897,0,0.076942867,0.078916148,0,0,0.064247964,0,0,0.106666667,0.036394597,0.015426281,0.069737206,0.059506173,0.073996739,0,0.061217049,0.030289897,0.08611578,0.056324474,0,0.047597896,0.054586289,0.054150841,0,0,0,0,0.017916667,0.051050793,0.046241646,0.035637798,0.051617064,0.043047811,0.06317682,0.059626335,0.078111226,0.049409171,0.092663947,0.063111111,0.020627409,0.055160401,0.071734112,0.051700165,0,0.063642083,0.043330483,0.091091705,0.042635577,0.053236485,0.04728289,0.101195203,0.086881868,0.03865137,0.074512491,0.05709548,0.067170989,0,0.081222421,0,0.02430294,0.059410343,0.079473387,0,0,0,0,0,0.091960251,0,0
T1040,0.054669568,0.041256577,0.042741281,0.072707434,0.064333783,0.013407706,0,0.015221524,0.051458403,0.050841241,0.052145651,0.044567548,0.047759187,0.030305638,0.068929878,0.046982943,0.039898254,0.035832122,0.015741622,0.072443529,0.048463855,0.058536425,0.053317733,0.044147628,0.047382848,0.053044582,0.069062207,0.030593342,0.037854097,0.044830272,0.034164536,0.042419816,0,0.026436519,0.033446445,0.054411558,0.035354985,0.038637676,0.042135679,0.073641833,0.044198331,0.036305522,0.045320308,0.056453838,0.030406443,0.02041221,0.058496616,0.042907254,0.054772479,0.042368956,0.047028185,0.033008553,0.041672872,0,0.022535872,0.056291776,0.044991727,0,0.062491871,0.029351159,0.031067019,0.061493047,0,0,0.029092648,0.056701439,0.048548661,0.022150079,0.075968385,0.041764398,0,0.043389146,0,0.028879535,0.032200174,0.041165139,0.0457054,0.038534185,0.022201573,0.081376845,0,0.035354985,0,0.045555261,0.053319447,0,0,0.045465258,0,0,0.085573192,0.026027064,0.01800587,0.029543552,0.033104056,0.04152117,0,0.039718204,0.035354985,0.03648219,0.0309793,0,0.032233554,0.049527696,0.04176494,0,0,0,0,0.020912698,0.03640561,0.032486885,0.02259767,0.037574623,0.025757879,0.039461489,0.042470448,0.033091131,0.027760818,0.066383845,0.04094709,0.024076732,0.036465969,0.046215663,0.04028509,0,0.041686664,0.027371389,0.062297899,0.028283246,0.048210784,0.039201502,0.072025552,0.06795686,0.026861982,0.056111073,0.041926602,0.052385159,0,0.051796122,0,0.028366887,0.052358068,0.056087853,0,0,0,0,0,0.063223915,0,0
T1041,0.079757242,0.062802507,0.066435741,0.101130298,0.089221439,0.018874785,0,0.023886392,0.053574756,0.073844713,0.075394419,0.065614105,0.073572926,0.047015469,0.102909094,0.065002773,0.057923829,0.054532427,0.022160371,0.108426167,0.071132678,0.085170854,0.075870973,0.064093717,0.069219816,0.075968468,0.103786937,0.045792347,0.056724471,0.067459532,0.050470993,0.061765708,0,0.037216181,0.051998181,0.078983819,0.049771209,0.060418874,0.064423388,0.109645298,0.065393913,0.056865969,0.066330887,0.079981183,0.047814617,0.028735421,0.084826331,0.059363895,0.080050924,0.059645171,0.070155391,0.051656776,0.062945793,0,0.034836458,0.084103919,0.067064464,0,0.094583984,0.046885288,0.054756014,0.092278154,0,0,0.045141177,0.081680074,0.071073397,0.031181916,0.110378384,0.058079708,0,0.065214317,0,0.046400012,0.056753213,0.060814718,0.063583409,0.054246747,0.031254408,0.112588106,0,0.049771209,0,0.073075163,0.07952506,0,0,0.067321654,0,0,0.118393919,0.039965275,0.02534788,0.052070883,0.053949927,0.067516467,0,0.062327831,0.049771209,0.064300321,0.050637628,0,0.050091085,0.068794739,0.061652868,0,0,0,0,0.029439986,0.054434669,0.048637479,0.035122004,0.056010565,0.041210321,0.060856134,0.063187155,0.058323537,0.045125879,0.097485702,0.064256261,0.033894176,0.056977957,0.070476203,0.058829784,0,0.064091504,0.04322232,0.091798492,0.044157753,0.066957768,0.056894432,0.105517084,0.098517115,0.041504291,0.081290081,0.062191532,0.07550701,0,0.077329195,0,0.039933669,0.072611362,0.082337992,0,0,0,0,0,0.091946987,0,0
T1046,0.075898053,0.064558872,0.05291254,0.124496748,0.091852474,0.037840983,0,0.030471827,0.070050665,0.073028964,0.074483068,0.069592809,0.066432497,0.064222126,0.06245356,0.040394282,0.062742415,0.057455901,0.044428068,0.065751864,0.057661922,0.074673129,0.081399114,0.079612008,0.067234819,0.076469094,0.062861203,0.056670305,0.068382924,0.077836967,0.060179388,0.078083053,0,0.074612608,0.053715766,0.079235457,0.09978347,0.050166087,0.057326704,0.066596531,0.067921486,0.054163396,0.073246564,0.082244238,0.06036602,0.057610013,0.081442764,0.036890148,0.075110739,0.119579215,0.068789684,0.066800555,0.059810124,0,0.04779665,0.0856914,0.040682633,0,0.090251673,0.054561721,0.031690337,0.091552941,0,0,0.060843902,0.073741671,0.071344119,0.062514852,0.095257744,0.064374325,0,0.07043098,0,0.052323015,0.032846226,0.070311156,0.078973862,0.108756223,0.062660186,0.069964949,0,0.09978347,0,0.083131548,0.068920068,0,0,0.065440257,0,0,0.073572821,0.056562419,0.050818524,0.030136303,0.056103221,0.071134737,0,0.079511501,0.09978347,0.037214156,0.051738042,0,0.067024768,0.078583697,0.077729273,0,0,0,0,0.059022556,0.060503472,0.051944447,0.037756057,0.064728652,0.047552321,0.056215096,0.066411743,0.03375506,0.047637737,0.090278313,0.081971596,0.067952507,0.074252166,0.065299834,0.069309147,0,0.069663438,0.053424162,0.070007071,0.057766881,0.075982548,0.075508674,0.091363581,0.109393791,0.057071364,0.078288795,0.070510785,0.078164431,0,0.046929608,0,0.080060744,0.074491352,0.070422871,0,0,0,0,0,0.056250198,0,0
T1047,0.062381037,0.060823161,0.042714929,0.114966964,0.073156032,0.044428506,0,0.034015885,0.055374587,0.0615024,0.062121392,0.063330847,0.058307691,0.071222122,0.029154729,0.011777733,0.056644602,0.054978811,0.052980485,0.031096145,0.040732326,0.056339717,0.07053296,0.078438507,0.056397994,0.063626452,0.030352063,0.057915106,0.069030532,0.077134224,0.059271239,0.078051981,0,0.087601495,0.052492811,0.067447325,0.117154211,0.04202597,0.048975602,0.030646846,0.061402994,0.051004032,0.067882968,0.068265359,0.065898517,0.067639015,0.066644284,0.010756034,0.061188358,0.140396086,0.060465885,0.073258832,0.052507283,0,0.054236573,0.07741795,0.018704981,0,0.079779813,0.058646406,0.027190576,0.082036128,0,0,0.067264675,0.056020387,0.061718949,0.07339771,0.070405006,0.054897572,0,0.066999227,0,0.05588095,0.028182339,0.068015239,0.073382811,0.127688979,0.073568344,0.020399631,0,0.117154211,0,0.088945696,0.054487648,0,0,0.056360225,0,0,0.021451576,0.063346067,0.059665234,0.025857202,0.058870151,0.074864727,0,0.086961333,0.117154211,0.03193006,0.054068638,0,0.0739951,0.068603174,0.079128367,0,0,0,0,0.06929746,0.058418528,0.049038765,0.038150896,0.063383399,0.051025304,0.050582349,0.061088998,0.028962126,0.050157811,0.073408613,0.089651926,0.079781975,0.081555255,0.057255296,0.066918021,0,0.068748403,0.058094185,0.046287446,0.063496519,0.065980516,0.077084796,0.069171446,0.100262943,0.063330315,0.064116219,0.067796372,0.067362842,0,0.021907799,0,0.093998066,0.05912789,0.052893267,0,0,0,0,0,0.022855261,0,0
T1048,0.06284,0.058423657,0.051651288,0.093473031,0.067117817,0.029911816,0,0.028399738,0.048269203,0.059823516,0.060351924,0.058718114,0.062475296,0.058124798,0.055868086,0.02628992,0.051364214,0.051857087,0.035118649,0.059338282,0.048468448,0.061320811,0.063684428,0.065215552,0.055838005,0.06057829,0.057535586,0.049067589,0.059407133,0.068304988,0.050961885,0.064314437,0,0.058978346,0.05057713,0.064821951,0.078874928,0.04827702,0.053130276,0.059002475,0.05795125,0.052302708,0.060997769,0.063511387,0.05650669,0.045538461,0.066443555,0.024009315,0.062468423,0.09452269,0.059900445,0.061907035,0.053630893,0,0.043240468,0.074149965,0.036022044,0,0.08125323,0.052894579,0.044386933,0.080688781,0,0,0.055438822,0.058991976,0.059519807,0.049415544,0.077890564,0.047612949,0,0.061928651,0,0.051438426,0.046005925,0.059598646,0.059365978,0.085967537,0.049530425,0.045535477,0,0.078874928,0,0.081405464,0.060383178,0,0,0.056072133,0,0,0.047883598,0.050545052,0.040170055,0.042210282,0.057238709,0.072133562,0,0.074104708,0.078874928,0.052123846,0.053224724,0,0.06125143,0.058373829,0.065634148,0,0,0,0,0.046655021,0.052576389,0.04535304,0.035356734,0.055812112,0.046272253,0.052836528,0.057298638,0.047278879,0.048262565,0.075980776,0.076397515,0.053713797,0.068593762,0.059911957,0.057423593,0,0.06389416,0.050458538,0.059545812,0.053280295,0.056385962,0.061835081,0.076411332,0.089293251,0.051585392,0.063724003,0.060278473,0.062927694,0,0.041981072,0,0.063284885,0.054400038,0.059223442,0,0,0,0,0,0.04563943,0,0
T1049,0.07013922,0.057473981,0.048554006,0.112752089,0.086103273,0.031900531,0,0.025951474,0.065207381,0.067182997,0.068714176,0.062770078,0.059980835,0.054589465,0.062704144,0.042963698,0.056815891,0.050963228,0.037453545,0.065888605,0.054819342,0.070244024,0.074633551,0.070525394,0.061849717,0.070685122,0.062794844,0.04951024,0.059931838,0.068509655,0.053192133,0.068893878,0,0.062899576,0.047243431,0.072727985,0.084119,0.045708978,0.052126706,0.067003539,0.06131177,0.048015724,0.065832951,0.076184991,0.051425993,0.048566128,0.075406559,0.039236671,0.069520795,0.100807118,0.062415941,0.056869577,0.054168941,0,0.040626525,0.077287204,0.040936528,0,0.081584585,0.046592451,0.027895737,0.08262633,0,0,0.051740617,0.069392606,0.065163503,0.052700982,0.089981602,0.059438537,0,0.062648034,0,0.044724319,0.028913221,0.062437469,0.071410188,0.091683169,0.052823501,0.074415307,0,0.084119,0,0.071039062,0.06395821,0,0,0.059721245,0,0,0.07825267,0.048039128,0.042840798,0.026527783,0.048082742,0.060938452,0,0.067716343,0.084119,0.032758134,0.044368436,0,0.057007757,0.072161486,0.068170942,0,0,0,0,0.049756923,0.053724575,0.046381019,0.03302333,0.057226873,0.040617395,0.05053211,0.059651431,0.029713231,0.040806766,0.083525265,0.069811494,0.057285009,0.063200018,0.059061124,0.061723458,0,0.061178639,0.045539664,0.067257943,0.049163349,0.069860867,0.06625124,0.08578476,0.098722606,0.048507121,0.072484643,0.062674963,0.071623471,0,0.047117905,0,0.067492439,0.069879018,0.066199527,0,0,0,0,0,0.057620128,0,0
T1052,0.075483744,0.069851617,0.078704897,0.076831065,0.06623108,0.015592046,0,0.029401737,0.049902068,0.068656608,0.06872914,0.06460026,0.084926652,0.055208718,0.104557169,0.045815425,0.053867638,0.06063559,0.018306197,0.111230391,0.068420314,0.079305798,0.064455523,0.059830337,0.065908116,0.0663949,0.108126011,0.048199582,0.059913517,0.0722562,0.050510854,0.058402167,0,0.030743472,0.061940819,0.073274421,0.041114906,0.070348944,0.072529111,0.110226536,0.065616255,0.069204881,0.063838796,0.066444124,0.059205297,0.023737702,0.078268585,0.041841015,0.076304698,0.049271569,0.072539886,0.063083431,0.068050119,0,0.041017001,0.086123446,0.067287759,0,0.102992296,0.060625718,0.088586546,0.097538442,0,0,0.053755733,0.07287323,0.068316218,0.025758698,0.102043799,0.04345009,0,0.069453214,0,0.060927618,0.091817697,0.060821712,0.048365779,0.04481205,0.025818582,0.079354643,0,0.041114906,0,0.095550282,0.081872605,0,0,0.067659928,0,0,0.083446712,0.046095877,0.020939328,0.084242429,0.073469388,0.09143167,0,0.076719268,0.041114906,0.10402772,0.069469834,0,0.059922814,0.051741352,0.061613759,0,0,0,0,0.024319728,0.056925411,0.051056224,0.041833166,0.057965153,0.053512631,0.0705208,0.064779466,0.094358232,0.061058125,0.094726941,0.07909297,0.027999236,0.069264954,0.078702477,0.056197003,0,0.073765798,0.054154188,0.089452209,0.053557073,0.050316628,0.0531422,0.101088129,0.091114359,0.048797719,0.074705549,0.063149551,0.067979387,0,0.078567611,0,0.032988329,0.05387704,0.079505726,0,0,0,0,0,0.08380474,0,0
T1053,0.044249712,0.047464053,0.03703721,0.074646649,0.044822169,0.031023434,0,0.027272742,0.038381242,0.043194928,0.043080828,0.046062522,0.047877155,0.055540417,0.024079044,0.001789421,0.039959665,0.043983877,0.036423769,0.026078359,0.029428045,0.039940366,0.047307198,0.055694196,0.040191205,0.043037147,0.026060416,0.044030774,0.051732198,0.05833031,0.043766133,0.055827039,0,0.061170168,0.043021346,0.047341492,0.081806169,0.037365459,0.039689347,0.02487586,0.045680678,0.04377726,0.04878179,0.044881755,0.052602904,0.047230814,0.046490672,0.001634192,0.043597045,0.098035451,0.045472602,0.057956593,0.040864455,0,0.042074013,0.058300369,0.015783117,0,0.062345542,0.048418275,0.034674537,0.062498209,0,0,0.052456302,0.037918326,0.044273074,0.051251982,0.048917441,0.035523936,0,0.050763876,0,0.046774078,0.035939274,0.049796867,0.047750782,0.089162363,0.051371132,0.003099368,0,0.081806169,0,0.074161572,0.041513297,0,0,0.041616012,0,0,0.003259193,0.048753837,0.041662901,0.032974163,0.051152673,0.064646399,0,0.069131164,0.081806169,0.04071852,0.047383442,0,0.057848488,0.043633211,0.058077007,0,0,0,0,0.048388869,0.044067012,0.037628109,0.031166823,0.047160635,0.042281015,0.041167397,0.045436096,0.03693369,0.043271475,0.053075473,0.07127009,0.055709972,0.064344892,0.045756768,0.047808425,0,0.055117811,0.046769503,0.034077934,0.050029595,0.041879721,0.054840174,0.049610634,0.070600639,0.049058001,0.044615997,0.050536862,0.04653282,0,0.018093766,0,0.065636751,0.036173784,0.038224477,0,0,0,0,0,0.015135337,0,0
T1055,0.055547511,0.059744285,0.048361685,0.088135293,0.053560387,0.036109972,0,0.033443443,0.04706604,0.053740073,0.053462295,0.057130017,0.061317014,0.067964016,0.034041847,0.003510611,0.049067466,0.054420233,0.042395735,0.036816613,0.038019301,0.050611404,0.057453888,0.067387102,0.05031272,0.05293509,0.036713224,0.053303737,0.063662079,0.072259731,0.053505744,0.067433573,0,0.071199502,0.053859029,0.058748289,0.095218939,0.047351097,0.050871354,0.035225308,0.056812579,0.055324184,0.060011553,0.054624669,0.06541513,0.05497468,0.058067812,0.003206071,0.054921763,0.114109141,0.057290639,0.071834427,0.051818588,0,0.05113087,0.072621299,0.021757308,0,0.07904864,0.06074358,0.047423452,0.078738574,0,0,0.064586582,0.047685394,0.055193123,0.05965515,0.062321943,0.041519728,0,0.063386703,0,0.058885818,0.049153199,0.061198865,0.056354476,0.103781239,0.059793836,0.006080556,0,0.095218939,0,0.093273707,0.053180917,0,0,0.052393204,0,0,0.006394111,0.059312074,0.048493863,0.045097896,0.064991994,0.082013272,0,0.085874551,0.095218939,0.055689648,0.06032579,0,0.071308327,0.051734884,0.070594108,0,0,0,0,0.056322607,0.054564848,0.046484401,0.038778284,0.058188697,0.053093652,0.052579168,0.056701884,0.050513236,0.05488375,0.067099173,0.088531519,0.064844063,0.079652954,0.058309681,0.058315906,0,0.068900081,0.058292422,0.044642752,0.061893559,0.04967662,0.065966543,0.063308474,0.086362788,0.060212305,0.055665474,0.062229177,0.057241951,0,0.025580136,0,0.076398416,0.043239489,0.048902848,0,0,0,0,0,0.021863834,0,0
T1056,0.064945569,0.071176479,0.062919589,0.091483796,0.056505128,0.036742187,0,0.03829243,0.052638017,0.061851497,0.061195414,0.065625823,0.076270041,0.07711978,0.050323867,0.005634742,0.055249605,0.063589109,0.043138001,0.054402295,0.047203045,0.05983133,0.063119854,0.073971505,0.05858267,0.059527646,0.054214054,0.060099272,0.072364769,0.083132625,0.059771273,0.074001311,0,0.072446066,0.064897013,0.06732139,0.096886036,0.059135836,0.06325393,0.052099214,0.065310384,0.067320138,0.067910617,0.060113402,0.076163845,0.055937179,0.067227862,0.005145938,0.064609493,0.116106969,0.067963051,0.083038706,0.06265365,0,0.057425194,0.084901314,0.031901649,0,0.095614232,0.072476815,0.069380831,0.093595527,0,0,0.073741348,0.055672185,0.063865023,0.060699595,0.074706335,0.043218671,0,0.073901293,0,0.070929003,0.071911463,0.069256825,0.058460119,0.105598245,0.060840709,0.00975966,0,0.096886036,0,0.112052782,0.065448547,0,0,0.061868471,0,0,0.010262935,0.066643394,0.049342896,0.065978527,0.080214602,0.100825849,0,0.099673865,0.096886036,0.081474333,0.074851055,0,0.081593458,0.054009697,0.07808242,0,0,0,0,0.057308706,0.062372835,0.053490497,0.04567389,0.066395856,0.063511147,0.065014677,0.065938867,0.073901206,0.067433383,0.079663885,0.102757785,0.065979356,0.091864378,0.071509337,0.065003528,0,0.080654441,0.068303623,0.057117397,0.071300254,0.051890441,0.071659597,0.076558092,0.096583091,0.068338431,0.064314526,0.070402932,0.064521686,0,0.037814968,0,0.077736003,0.045635806,0.059523938,0,0,0,0,0,0.032532706,0,0
