,T1001,T1003,T1005,T1007,T1008,T1010,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1102,T1104,T1105,T1106,T1110,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1189,T1190,T1195,T1197,T1201,T1203,T1204,T1210,T1217,T1218,T1219,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1497,T1505,T1518,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1587,T1588,T1589,T1598
T1018,0.821364501,1.18142421,1.241169895,0.779595057,0.894204811,0.912123118,0.59196011,0.707020565,0.77408603,0.985918978,1.119869232,0.670672908,1.026878458,0.646891795,0.481857765,1.177218785,0.932742123,0.367924528,0.342525399,0.70035069,1.144136884,0.850494857,1.151828309,0.803515562,0.883364753,0.349914237,1.123045,0.737144311,0.907195176,0.901551858,2.43706548,0.417040348,0.899235015,1.509230218,2.655961462,0.757619629,0.7817623,0.630424152,1.2408765,0.959983392,0.981766866,0.849024698,0.899091982,0.731603774,0.905458906,0.761183297,0.827524459,2.125595997,1.032583317,0.660103999,0.534315687,0.963812187,0.695642408,0.872075752,0.701991174,0.774526541,0.76932019,0.823772068,0.820649895,0.65812369,0.909785367,1.010274248,0.894343251,0.812199086,0.865800866,0.89418239,1.098047196,0.84097035,0.312178388,0.740572183,0.593243075,0.89193825,0.883018868,0.735849057,0.642573729,1.167650678,0.430725006,0.297169811,1.861367665,0.912200312,0.540578467,0.685341499,0.817610063,0.773584906,0.817610063,0.83369013,0.717617654,0.737989059,0.858513728,0.93004789,0.611502814,1.130632723,0.640156451,0.702793584,0.708195793,1.614240791,0.836009789,0.818427224,0.78490566,0.896857252,0.591176999,0.701851852,0.905660377,0.749143342,0.918519643,0.794018497,0.878962459,0.697621855,1.320740579,0.780503145,0.781006289,0.835397511,0.591348017,1.34618166,0.790869272,1.981226981,0.911740997,1.065902701,0.858490566,0.566037736,0.858490566,0.604097705,0.718959644,0.530039722
T1021,0.795150227,1.33107102,1.257032115,0.669784317,0.835300083,0.872058372,0.586281461,0.631928088,0.722094271,0.834445147,1.113018107,0.709229391,1.075122278,0.612284131,0.449338296,1.073704891,0.953702815,0.370967742,0.271298594,0.667272823,1.030189816,0.801339224,1.101289254,0.77368808,0.817902346,0.233626589,0.828805941,0.769671173,0.943520945,0.80031904,2.368557718,0.411116723,0.873508887,1.679907325,2.375577583,0.821241405,0.852270545,0.617726501,0.996807304,1.038748765,0.955588949,0.785884151,0.896883779,0.741935484,0.887752263,0.71950192,0.798959578,2.414732911,1.120833333,0.694071602,0.538105448,0.964921284,0.666154634,0.906317204,0.682904883,0.821998208,0.741240788,0.688195285,0.8522501,0.705197133,0.812378761,0.994193305,0.885376344,0.705985014,0.78231625,0.906810036,1.150749001,0.847926267,0.313782991,0.736480725,0.603253377,0.899315738,0.890322581,0.741935484,0.714100794,1.235750731,0.396730773,0.185483871,1.940864246,0.832120624,0.580985167,0.754385965,0.82437276,0.741935484,0.82437276,0.939221711,0.739559614,0.738616717,0.832445001,0.872490134,0.581309515,1.110095385,0.641892286,0.769232206,0.717327983,1.685142516,0.919255151,0.819305342,0.791397849,1.000552547,0.547619048,0.738351254,0.913151365,0.742889783,1.015789228,0.775271642,0.913407467,0.726612903,1.102830127,0.835637481,0.685412186,0.802872221,0.553275094,1.404443562,0.735368664,1.77773441,0.950598361,1.009389275,0.865591398,0.494623656,0.865591398,0.551094919,0.671669654,0.459091276
T1025,0.914886844,2.107446771,1.862749898,0.638614958,0.849992926,0.814135338,0.669182572,0.676274018,0.773803322,0.918551419,1.329519234,0.941632928,1.271693784,0.691866028,0.55465587,1.124638519,1.266081768,0.355263158,0.372469636,0.736068112,1.263749512,0.803345573,1.148409903,0.856106613,0.841937134,0.320574163,0.86182161,0.859041531,1.149154338,0.806261789,2.793406278,0.491296735,0.858023631,2.589679573,2.588605543,1.171209324,1.190789474,0.725384034,1.187066775,1.500660389,1.186645963,0.732058427,1.041770389,0.710526316,1.032890276,0.808543301,0.755847953,3.723991997,1.561101974,0.906674733,0.58057836,1.109758247,0.765789474,0.991917293,0.860999005,1.050438596,0.796084312,0.773513934,0.947368421,0.907894737,0.839978785,1.120837809,0.844736842,0.761128172,0.738180679,0.868421053,1.459805486,0.812030075,0.559808612,0.760799088,0.698155646,0.861244019,0.852631579,0.710526316,1.014900427,1.763932624,0.450078423,0.157894737,2.330229622,0.859279778,0.802579572,1.033240997,0.789473684,0.703947368,0.789473684,1.371428572,1.021526703,0.878259131,0.786864791,0.924544488,0.735336626,1.263041212,0.803577199,1.068173468,0.764820722,1.854845447,1.280369064,0.864486215,0.757894737,1.41977718,0.659022556,0.885964912,0.874493927,0.823434528,1.430166325,0.875299636,1.168126839,0.844736842,1.277585422,1.015037594,0.621578947,0.845106187,0.666116758,1.93652671,0.684962406,1.984609042,1.142550037,1.036842105,0.828947368,0.460526316,0.828947368,0.591470452,0.706140351,0.54372774
T1027,0.711536892,1.175167964,1.024706722,0.597181088,0.736262307,0.824943503,0.561097142,0.569047619,0.640474245,0.6928438,0.98012793,0.659112407,1.035964801,0.533975347,0.370599739,0.954562438,0.86091458,0.375,0.156453716,0.591143237,0.747926158,0.744054658,1.034481918,0.692932421,0.729172543,0.12403698,0.667480409,0.735224132,0.888184739,0.735771371,2.056969172,0.397928078,0.858820477,1.434781387,1.71334871,0.741937209,0.768987927,0.544278647,0.778476137,0.916549873,0.845579359,0.720684104,0.857650704,0.74809322,0.771408599,0.629827848,0.770539077,1.891773068,1.033817896,0.6502143,0.523905131,0.887199445,0.589164649,0.889633777,0.612742873,0.770327213,0.711619556,0.586384898,0.836785939,0.670903955,0.636978124,0.924159268,0.875340613,0.565909582,0.736247157,0.914336159,1.0660839,0.857142857,0.230354391,0.715419481,0.582919003,0.909090909,0.9,0.75,0.666262025,1.012143137,0.369913535,0.069915254,1.862390839,0.744762329,0.548871173,0.699672911,0.833333333,0.710805085,0.833333333,0.881930993,0.679063618,0.706270328,0.800688661,0.818452372,0.530611256,1.033867744,0.588095087,0.716764783,0.712390306,1.617500673,0.847939269,0.797048022,0.8,0.930133084,0.475605327,0.715160075,0.923076923,0.720439626,0.908479403,0.727964498,0.855247043,0.710381356,0.76020381,0.797820823,0.584915254,0.765252576,0.467777378,1.23447688,0.677754237,1.325856036,0.914848061,0.906621801,0.875,0.421610169,0.875,0.475170978,0.599187853,0.356282656
T1029,0.968668318,1.50335237,1.392878439,0.722834008,1.044484078,0.993296703,0.599274444,0.67026862,0.855018191,0.943681319,1.266546729,0.79561144,1.153605468,0.767045454,0.588757396,1.178608181,1.013202985,0.375,0.473372781,0.821738311,1.491402235,0.904591532,1.169150731,0.941691322,0.979193683,0.321678322,0.701064382,0.803571847,1.01486479,0.776273971,2.807813591,0.434875056,0.867692308,1.909690438,3.694895398,0.923408886,0.948489011,0.747055576,1.00582901,1.166841784,1.088939321,0.937802492,0.917381324,0.75,1.101877444,0.903151438,0.878739316,3.056922123,1.2078125,0.7726201,0.551735773,1.071190651,0.826098901,0.945226648,0.736317604,0.878205128,0.744289419,0.654800854,0.89031339,0.762820513,1.162979809,1.156619571,0.929615385,0.953012949,0.776223776,0.916666667,1.285137741,0.857142857,0.440559441,0.794997059,0.652654504,0.909090909,0.9,0.75,0.78760395,1.602454526,0.431059506,0.403846154,2.014848345,0.903990746,0.633779264,0.833333333,0.833333333,0.822115385,0.833333333,1.023260074,0.784488122,0.76423056,0.916694297,0.882824751,0.594173561,1.180599832,0.714276464,0.834883142,0.757068984,1.802197802,1.012393703,0.880201465,0.8,1.091895939,0.621428571,0.784188034,0.923076923,0.760007072,1.17002997,0.825192695,0.971340978,0.764903846,1.847692231,0.895604396,0.907307692,0.833437143,0.680718675,1.719039388,0.871703297,2.710883271,1.025909757,1.23627451,0.875,0.644230769,0.875,0.707321187,0.831089743,0.668016194
T1030,0.937009175,1.466508405,1.229583927,0.715137845,1.019297235,0.967959184,0.59848247,0.660997732,0.831425359,0.885245227,1.198499872,0.777014652,1.145583765,0.745454545,0.598901099,1.126117671,0.998423977,0.375,0.483516483,0.799807423,1.349515225,0.890919158,1.144296695,0.910485348,0.950756239,0.324675325,0.694027221,0.795147571,0.977570093,0.76871243,2.62757378,0.407184792,0.865714286,1.719505269,3.206994921,0.885314729,0.908163265,0.737183869,0.950800669,1.074805081,1.044321207,0.931777234,0.90592825,0.75,1.058087167,0.885383616,0.876984127,2.612427534,1.160267857,0.755883963,0.539494423,1.014524949,0.795408163,0.918112245,0.708908564,0.835714286,0.732228847,0.642697771,0.867724868,0.726190476,1.068223487,1.140379009,0.933571429,0.871778289,0.779220779,0.916666667,1.242283544,0.857142857,0.428571429,0.783772303,0.650793651,0.909090909,0.9,0.75,0.743484556,1.468525302,0.428571428,0.428571429,1.993306918,0.871965628,0.609824958,0.771929825,0.833333333,0.830357143,0.833333333,1.013605442,0.760819328,0.748771413,0.913023399,0.877075954,0.574043805,1.144719395,0.69267505,0.808549791,0.742248169,1.722789116,0.984568459,0.872993197,0.8,1.052234967,0.604081633,0.757936508,0.923076923,0.747651276,1.098144712,0.809368701,0.941452233,0.746428571,1.53687838,0.846938776,0.889285714,0.825621747,0.66762964,1.652105786,0.859693878,2.412978412,1.014865665,1.161764706,0.875,0.660714286,0.875,0.700971178,0.80297619,0.638023631
T1033,0.638249088,0.821454459,0.797304421,0.621618949,0.709701057,0.825108225,0.514667953,0.548581048,0.606415597,0.69060395,0.874597224,0.526916727,0.90895512,0.479390496,0.309149184,0.951830235,0.707460962,0.363636364,0.114219114,0.537665255,0.664528354,0.721136222,0.999841994,0.636757136,0.704834917,0.112947658,0.766111772,0.639281491,0.768594654,0.754559547,1.878043789,0.337797001,0.846345953,1.030080764,1.634595424,0.55989478,0.595588235,0.47702476,0.795667133,0.693548498,0.744141728,0.723887184,0.774030565,0.731396628,0.683723164,0.572236797,0.761802996,1.307231002,0.815875988,0.525552548,0.487334481,0.806862925,0.519967532,0.811827078,0.526271055,0.638604798,0.668417725,0.592624287,0.755109575,0.542929293,0.617588144,0.836438364,0.860795455,0.545197955,0.762575532,0.893929212,0.897113388,0.831168831,0.107438017,0.673927534,0.514133783,0.8815427,0.872727273,0.731439394,0.500915404,0.760846399,0.332831043,0.096590909,1.649314548,0.737791701,0.415468919,0.540262826,0.808080808,0.702564294,0.808080808,0.660104618,0.535198028,0.621056849,0.793733819,0.795609636,0.453912697,0.954509665,0.49923822,0.563383531,0.6574491,1.477535532,0.659182781,0.742560967,0.775757576,0.712660898,0.420508658,0.61026936,0.895104895,0.655980698,0.691677996,0.669623308,0.71833654,0.618844697,0.701684227,0.677489178,0.602662656,0.731449647,0.406903974,0.977770076,0.680841516,1.226192629,0.792074719,0.864512775,0.853272306,0.428030303,0.853125,0.443856089,0.561931818,0.311773752
T1036,0.797137599,1.635379203,1.488983838,0.632925016,0.770286139,0.78476962,0.681285909,0.63370906,0.707034235,0.848659319,1.153547951,0.784177254,1.171095605,0.585371591,0.446461004,1.079139046,1.177747816,0.36171875,0.263461539,0.636316585,1.012558291,0.763067611,1.135508391,0.74440673,0.806775038,0.267708333,0.966599014,0.916781208,1.036219841,0.817017646,2.501556883,0.440431142,0.878402038,2.057897974,2.135857408,0.947182126,0.961225189,0.634757744,1.134311218,1.241876529,1.061631949,0.68794378,0.986974031,0.68625,0.855268489,0.697358469,0.717779356,2.786531155,1.306326947,0.772710674,0.591319003,0.99192193,0.657680973,0.950079783,0.744258063,0.886173969,0.745495811,0.744047139,0.85302139,0.767068892,0.720178795,0.982045656,0.8633254,0.655558472,0.748815327,0.842760417,1.28358347,0.779276577,0.407386363,0.70923761,0.623629922,0.836666985,0.819883929,0.6796875,0.829527999,1.3891556,0.403289283,0.103125,2.167590811,0.814491864,0.666539399,0.876591714,0.759270833,0.660429688,0.763093527,1.112407473,0.866703238,0.793020051,0.75464407,0.896602871,0.653712925,1.200894809,0.748205585,0.944967347,0.732672777,1.646057621,1.041125713,0.801583562,0.725,1.184389373,0.568944431,0.766493056,0.840796703,0.751196317,1.138249503,0.830196251,1.019618532,0.742929687,1.057961085,0.864897834,0.56671875,0.826528554,0.559983002,1.552650314,0.6359375,1.650136602,1.044896976,0.936678397,0.800851293,0.411913458,0.801460227,0.519208018,0.626376645,0.440207596
T1037,0.654015695,1.133690104,0.975353759,0.568888889,0.67353644,0.8,1.312762366,0.535273368,0.590719193,0.645353303,0.930593694,0.610398861,1.006072405,0.476262626,0.299145299,0.921776291,0.835945609,0.791666667,0.068376068,0.534858388,0.621067515,0.707579673,1.005895096,0.64227208,0.676491642,0.060606061,0.650253836,0.690798367,0.857438027,0.725565058,1.994770775,0.376060013,0.853333333,1.405280794,1.427293748,0.689785984,0.725198413,0.488835726,0.734857084,0.866079445,0.800310559,0.679489889,0.833083083,0.75,0.697551789,0.565404513,0.75,1.763532006,1.000694444,0.601362282,0.95629951,0.859914939,0.525793651,0.87281746,0.570096094,0.738888889,0.692527198,0.559475666,0.814814815,0.62962963,0.542763888,0.877173092,0.865,0.494001043,0.727272727,0.916666667,1.021431718,0.857142857,0.141414141,0.692650807,0.554368471,0.909090909,0.9,0.75,0.632607607,0.914213359,0.339622641,0,2.013405822,0.711278195,0.494510321,0.653021443,0.833333333,0.6875,0.833333333,0.846031746,0.63184232,0.673008983,0.78125,0.816720743,0.489956776,1.064114267,0.613703169,1.266742701,0.713781501,1.594356261,0.847917238,0.769417989,0.8,0.893863206,0.430952381,0.682098765,0.923076923,0.695327686,0.85060125,0.720302568,0.83126179,0.680555556,0.586554705,0.76984127,0.525,0.743102414,0.406920571,1.154093098,0.642857143,1.09100172,0.881478413,0.848366013,0.875,0.375,0.875,0.416666667,0.544444444,0.277777778
T1039,1.142525055,2.031938712,1.915293466,0.835812866,1.203920251,1.038714285,0.683864469,0.799417989,1.007002801,1.182920507,1.527385349,0.967307692,1.310447087,0.91939394,0.794230769,1.350485746,1.318725552,0.375,0.707692308,0.964583333,1.974489219,1.004134367,1.29835958,1.085149573,1.125364186,0.536363636,0.97790758,0.88923298,1.181253295,0.893859561,3.297459365,0.497553816,0.910244898,2.542628264,4.398902169,1.172489894,1.206919643,0.92930622,1.411980082,1.496884989,1.318768116,1.031522581,1.049971847,0.75,1.359870056,1.089204799,0.928703704,4.150285014,1.49578125,0.929885058,0.598658736,1.221507177,0.981904762,1.01375,0.91597514,1.035833333,0.828451044,0.869697392,0.962962963,0.891666666,1.39160725,1.306281179,0.961,1.148591549,0.857088744,0.916666667,1.529862623,0.857142857,0.663636364,0.853108185,0.739529915,0.909090909,0.9,0.75,0.966734234,2.122950301,0.514124493,0.6,2.300749625,1.039323308,0.771541502,1.005263158,0.833333333,0.8875,0.833333333,1.275238096,0.986783088,0.882284319,0.966882184,1.000332109,0.739473684,1.351463198,0.862578163,1.024703792,0.810245635,1.965476191,1.260071639,0.95334127,0.8,1.344934307,0.783571428,0.883333333,0.923076923,0.843238411,1.47008658,0.945871725,1.160331263,0.8475,2.328264434,1.014285714,1.029666667,0.925967162,0.874207954,2.184287498,0.948928572,3.278937146,1.167711958,1.377679739,0.875,0.775,0.875,0.851571637,0.947638889,0.870300752
T1040,0.951742474,1.37071503,1.264880029,0.750814815,1.06817503,0.99,0.590335775,0.684885362,0.86326233,0.926766513,1.216026471,0.763888889,1.122460946,0.773510101,0.625641025,1.14766948,0.965415989,0.375,0.533333333,0.833047386,1.399106869,0.921274763,1.165373078,0.926887464,0.987594999,0.36969697,0.742746193,0.789406202,0.969660516,0.790501912,2.660051445,0.409735812,0.872054422,1.69834745,3.366214942,0.86389162,0.887797619,0.762121212,1.008916563,1.063359077,1.050904072,0.972850466,0.895570571,0.75,1.087216572,0.91571968,0.896604938,2.634354264,1.122291667,0.744240102,0.540331103,1.021961722,0.828492064,0.915446428,0.721306023,0.825277778,0.738416266,0.674090085,0.862962963,0.716666667,1.140620676,1.127558579,0.945,0.93574782,0.803932179,0.916666667,1.216224568,0.857142857,0.436363636,0.790904371,0.645049857,0.909090909,0.9,0.75,0.716914414,1.469695051,0.439605008,0.5,1.934907547,0.917343358,0.59486166,0.763157895,0.833333333,0.854166667,0.833333333,0.948095238,0.740539216,0.743636583,0.933069923,0.887984899,0.57696415,1.142112523,0.693063973,0.774869241,0.742617173,1.737566138,0.947773564,0.87726455,0.8,1.005099757,0.627619048,0.75,0.923076923,0.747635466,1.076132756,0.812511997,0.925162181,0.73875,1.642088178,0.842857143,0.950555556,0.834240516,0.695101674,1.590517805,0.891666667,2.586365663,0.994347786,1.198997821,0.875,0.708333333,0.875,0.73411306,0.827685185,0.680952381
T1041,1.087793485,1.572073748,1.442770537,0.816945569,1.225941435,1.061153846,0.601593563,0.733516484,0.974598444,1.0834158,1.366984802,0.821663379,1.164664074,0.890384615,0.756903353,1.271222553,1.073880937,0.360576923,0.714003945,0.941124099,1.912914322,0.987295435,1.212626667,1.053850263,1.115735081,0.493006993,0.807493443,0.792926301,1.014669087,0.807349934,3.06285933,0.419806981,0.850638409,1.919169407,4.613206358,0.949059717,0.978422619,0.867633828,1.178763027,1.177745418,1.17246775,1.072592665,0.909459941,0.721153846,1.284584239,1.063803808,0.931623932,3.29806083,1.192755075,0.793732194,0.5369966,1.098246636,0.94192613,0.909310134,0.773634454,0.857051282,0.736985705,0.726891134,0.859449193,0.741096866,1.446253341,1.250997151,0.9425,1.146282252,0.812493062,0.881410257,1.324463431,0.824175824,0.553613054,0.810782157,0.668091168,0.874125874,0.865384615,0.721153846,0.766441441,1.844495987,0.466369609,0.692307692,1.981352273,0.9817139,0.624742408,0.805518069,0.801282051,0.891826923,0.801282051,1.016666667,0.788060898,0.756488631,0.970697944,0.909160368,0.603551801,1.205567177,0.758326125,0.826832107,0.747285729,1.76460114,1.026823008,0.896728734,0.769230769,1.072971073,0.698107448,0.760802469,0.887573964,0.747273328,1.205117105,0.85103445,0.968019058,0.742735043,2.373465649,0.861111111,1.115064103,0.852979342,0.812860267,1.91676613,0.982829671,3.416180478,1.031793349,1.368078599,0.841346154,0.822115385,0.841346154,0.854714912,0.946634615,0.863697706
T1046,0.825246784,1.17258469,1.157127974,0.722532618,0.926800214,0.905342143,0.570819399,0.647055138,0.775551984,0.856501385,1.102711844,0.667515245,1.051094959,0.667589713,0.517712551,1.060130411,0.910745557,0.365131579,0.388663968,0.727670279,1.137790072,0.863134073,1.122847377,0.817400472,0.897355334,0.301435407,0.805959687,0.769108901,0.908744142,0.774803106,2.397410612,0.425391545,0.867938497,1.487679991,2.724347249,0.761410533,0.766904864,0.668281165,0.941389997,0.950759729,0.956400796,0.88266481,0.8662235,0.718421053,0.950633363,0.795205367,0.835526316,2.211161845,0.983732434,0.656214427,0.525991256,0.918416548,0.724937343,0.884499695,0.67484179,0.744260699,0.717838135,0.665477178,0.816861599,0.656578947,0.948410941,1.01409118,0.913879169,0.807666761,0.779647983,0.878070176,1.113594661,0.834586466,0.330143541,0.744048205,0.590261635,0.885167464,0.876315789,0.730263158,0.650146396,1.250439476,0.416305488,0.355263158,1.850119746,0.861466165,0.536270023,0.69694818,0.811403508,0.787828947,0.811403508,0.816097333,0.665553041,0.703101351,0.857912233,0.863127147,0.5482416,1.090783674,0.620542956,0.708096044,0.714825882,1.626023392,0.829597001,0.820093358,0.778947368,0.904385889,0.564323308,0.69868421,0.898785425,0.717076531,0.941057524,0.766826468,0.855355363,0.693256579,1.378092724,0.781578947,0.821710526,0.805961072,0.592637289,1.381146687,0.817597246,2.118385042,0.929219901,1.078114035,0.851973684,0.601973684,0.851973684,0.627943213,0.730098684,0.560397705
T1047,0.690607084,1.034122074,1.026217119,0.64503941,0.750044293,0.821828847,0.574382378,0.587681159,0.651328103,0.768172989,0.980409696,0.596417798,0.989503791,0.528376153,0.361761427,1.022951347,0.839219184,0.366847826,0.182831661,0.591103651,0.820293568,0.75591596,1.074615899,0.681577481,0.765896194,0.179183136,0.876740457,0.725280806,0.854268173,0.789900476,2.14065685,0.373825797,0.872291978,1.340202844,1.912249244,0.660972406,0.696802392,0.540800994,0.949420464,0.856733671,0.85922559,0.736878865,0.84296102,0.714130435,0.753432408,0.626198196,0.760366345,1.784001157,0.95201196,0.583930257,0.526970852,0.867762248,0.577467219,0.859951187,0.594700199,0.704569243,0.701384915,0.657713199,0.777509394,0.599838969,0.691914663,0.887429755,0.880026961,0.613257646,0.769747161,0.872826087,1.016253195,0.819875776,0.18972332,0.691052438,0.549957907,0.869565217,0.860869565,0.717391304,0.595171077,0.967663311,0.361642745,0.141304348,1.811654302,0.785997603,0.474489699,0.635043744,0.797101449,0.704710145,0.797101449,0.770948356,0.618924546,0.668197619,0.788958819,0.834935876,0.511065787,1.046630442,0.578125939,0.673109115,0.676195064,1.531458477,0.757672229,0.757509777,0.765217391,0.843648687,0.476328502,0.651100376,0.882943144,0.687377623,0.810573535,0.728105996,0.802192627,0.650754831,0.881388117,0.73015873,0.63057971,0.76862691,0.467351376,1.140348632,0.689389234,1.464696758,0.869683979,0.90928294,0.836956522,0.452898551,0.836956522,0.48218599,0.597524155,0.372997712
T1048,0.86173485,1.148388939,1.00769416,0.691960336,0.954773453,0.951055901,0.558164782,0.623878537,0.774552693,0.822664129,1.077495269,0.683667782,1.050440466,0.679347826,0.513377926,1.067914442,0.859184968,0.375,0.387959866,0.737167874,1.157630596,0.854791597,1.097490531,0.839813267,0.895893927,0.256916996,0.657447853,0.710692408,0.891405411,0.747588175,2.377368365,0.377896424,0.85826087,1.389060594,2.87183203,0.749148533,0.769215838,0.658657513,0.845339324,0.906865737,0.930047709,0.89769911,0.844202898,0.75,0.951174159,0.807623918,0.858997585,2.058881467,0.994701087,0.671830752,0.519928667,0.94254386,0.732556936,0.881612319,0.635180703,0.753381642,0.705672645,0.592351642,0.829307569,0.65821256,0.981475894,1.050695061,0.922391304,0.811290448,0.770750988,0.916666667,1.105695853,0.857142857,0.324110672,0.757200202,0.604313762,0.909090909,0.9,0.75,0.634302781,1.222724583,0.398687449,0.358695652,1.819351194,0.832853874,0.537835825,0.680650903,0.833333333,0.807065217,0.833333333,0.846790891,0.659441603,0.696271832,0.894911919,0.83816292,0.52031307,1.066027495,0.617913085,0.69539785,0.717022141,1.63957902,0.838041086,0.838295376,0.8,0.895058359,0.543271221,0.705716586,0.923076923,0.714296025,0.931074722,0.75736009,0.842618597,0.70307971,1.450205373,0.783643892,0.844130435,0.793018639,0.589447693,1.409146951,0.831677019,2.185543795,0.929030534,1.113270816,0.875,0.614130435,0.875,0.641924104,0.752898551,0.574861066
T1049,0.903294995,1.116150971,1.021529646,0.753928339,1.029850088,1.00223356,0.562376689,0.661266482,0.826718048,0.911930821,1.12536376,0.674145299,1.044474354,0.722787398,0.559523809,1.151246154,0.872091957,0.375,0.454212454,0.779385828,1.34837707,0.896927936,1.134988112,0.88922636,0.960837144,0.318903319,0.774547545,0.744854622,0.885196026,0.79439884,2.524757587,0.388863003,0.870936184,1.338565419,3.399040672,0.731772391,0.756016156,0.691229336,0.969967628,0.883362273,0.967574518,0.960505905,0.844380094,0.75,1.014324276,0.8615605,0.890505585,2.102815259,0.962475198,0.662591985,0.518709073,0.964652793,0.767762661,0.869406651,0.645139723,0.734647266,0.71424962,0.651384508,0.817166373,0.63712522,1.114575113,1.096336969,0.937380952,0.903638764,0.812126365,0.916666667,1.107026559,0.857142857,0.336219336,0.77048635,0.607500113,0.909090909,0.9,0.75,0.614276419,1.27805288,0.418006678,0.452380952,1.798187018,0.884359709,0.517263735,0.650886476,0.833333333,0.838293651,0.833333333,0.80861678,0.647415188,0.692404838,0.928371876,0.867615161,0.525849648,1.09078447,0.639334314,0.670644807,0.720821202,1.625661376,0.815919913,0.847229403,0.8,0.856757065,0.569312169,0.689741328,0.923076923,0.713906675,0.916683845,0.774079867,0.830816984,0.69021164,1.67390042,0.762282691,0.937486772,0.81250241,0.631983565,1.452170048,0.889200681,2.506806639,0.922270003,1.1839169,0.875,0.676587302,0.875,0.695065209,0.807550705,0.634473088
T1052,0.973288942,1.936769154,1.920724569,0.751077694,0.985503072,0.853673469,0.629539508,0.744444444,0.865943493,1.081468071,1.372394389,0.881868132,1.168976101,0.773376623,0.67032967,1.203296703,1.198273793,0.321428571,0.571428571,0.8107493,1.643811544,0.858250277,1.154386952,0.916208791,0.947983617,0.519480519,1.044925642,0.850036162,1.07825819,0.852639502,2.896625794,0.4582052,0.814635569,2.459580281,3.526704632,1.095191272,1.12244898,0.792549556,1.42285475,1.421764521,1.208385093,0.832200984,0.977598134,0.642857143,1.151307506,0.911865897,0.76984127,3.798536746,1.425223214,0.847619048,0.53994052,1.09784689,0.834693878,0.897448979,0.868184774,0.964880952,0.772701215,0.88780206,0.857142857,0.821428571,1.114045333,1.123906705,0.81,0.981268564,0.778525046,0.785714286,1.378567041,0.734693877,0.61038961,0.732764899,0.655677656,0.779220779,0.771428571,0.642857143,0.901576577,1.866029033,0.474317958,0.428571429,2.097022917,0.930504833,0.726143422,0.934837093,0.714285714,0.732142857,0.714285714,1.2,0.955094538,0.827912565,0.801416256,0.923960383,0.730794378,1.223166251,0.79988853,0.956561419,0.700084187,1.720521542,1.169365681,0.825408163,0.685714286,1.261383385,0.722448979,0.801587302,0.791208791,0.777532517,1.345454545,0.862017194,1.084753032,0.764285714,1.850154739,0.918367347,0.807142857,0.836369771,0.764914055,1.936482458,0.767857143,2.647319438,1.047029234,1.140756303,0.75,0.607142857,0.75,0.700971178,0.788690476,0.71160043
T1053,0.64197668,1.050692921,1.334165976,0.819086005,0.670831642,0.788060345,0.625190403,0.750059683,0.662012347,1.036558808,1.053856548,0.588881521,0.955894129,0.476410658,0.31581565,1.228810528,0.971138326,0.365301724,0.095490716,0.53187507,0.726374313,0.763304948,1.168437279,0.624875663,0.739334548,0.327586207,1.755433815,0.739741948,0.869327655,1.098741095,2.209956202,0.395148721,0.972122057,1.421040729,1.348105444,0.682805619,0.715870362,0.486912324,1.636217617,0.908053935,0.924429646,0.67927418,0.946361,0.730603448,0.678455144,0.558912144,0.737907088,1.608169435,1.002333647,0.586304663,0.54884022,0.907685252,0.526778338,0.848601704,0.720172023,0.755627394,0.834688288,1.085007101,0.792209451,0.613805077,0.54519653,0.838382595,0.853046733,0.584914179,0.981951597,0.89295977,0.987362704,0.834975369,0.163009404,0.678437411,0.541887816,0.885579937,0.876724138,0.730603448,0.577431174,0.808249677,0.408817699,0.025862069,1.890324769,0.946673796,0.492015356,0.626206321,0.811781609,0.678340517,0.811781609,0.761013615,0.733414153,0.757353609,0.768551204,1.033515178,0.680005392,1.158188391,0.606451636,0.665094995,0.67929099,1.518011084,0.764525742,0.760348823,0.779310345,0.834782354,0.561350575,0.666363346,0.904774536,0.770192735,0.779422302,0.797580183,0.874633547,0.665696839,0.571636371,0.735426929,0.531163793,0.86099272,0.474128052,1.029308102,0.638346675,1.043159303,0.843914019,0.834903933,0.85237069,0.382543103,0.85237069,0.424814731,0.547108477,0.296593855
