,,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1021,0,0.326480103,0.400202331,0.312143952,0.396672877,0.284883816,0.131844766,0,0.176010083,0.28497842,0.360829826,0.31140153,0.707801381,0.34773664,0.345227041,0.264851501,0.086586655,0.427549387,0.375324341,0.15479535,0.303415533,0.238722445,0.335226834,0.331127033,0.340374554,0.29035747,0.37202149,0.277791258,0.320721524,0.379891779,0.3505572,0.262250558,0.58514486,0,0.353400036,0.344114408,0.48481918,0.347663488,0.264255521,0.279974074,0.280857595,0.407273111,0.363902921,0.313729899,0.339915369,0.347186255,0.200723609,0.351696008,0.079075411,0.360351389,0.416635412,0.447848685,0.404492759,0.284210879,0,0.214209394,0.357202142,0.202686245,0,0.421380555,0.297377311,0.272401434,0.397282745,0,0,0.27351291,0.297197869,0.356460021,0.266495527,0.349868488,0.192871347,0,0.461114299,0,0.266736097,0.282337142,0.313764482,0.253203995,0.378926165,0.272996956,0.149972485,0,0.347663488,0,0.43147004,0.353229043,0,0,0.269248685,0,0,0.157706093,0.441843143,0.344524046,0.259043383,0.36196436,0.381077527,0,0.371307408,0.347663488,0.339626125,0.390313337,0,0.364525721,0.246907139,0.34218615,0,0,0,0,0.249522578,0.334868747,0.263204219,0.248961945,0.290176461,0.238427113,0.29141226,0.315077054,0.370356425,0.303104421,0.350904022,0.382795699,0.367737384,0.43477762,0.328394704,0.2934804,0,0.363270782,0.281642539,0.331315007,0.307595401,0.332639431,0.331424649,0.348529086,0.431071944,0.274024518,0.445470169,0.45523243,0.299091211,0,0.199017914,0,0.278945975,0.222388743,0.270226248,0,0,0,0,0,0.241558472,0,0
T1025,1,0.344669083,0.479486271,0.450272771,0.266164774,0.188514154,0.088576824,0,0.207194116,0.248607938,0.362289028,0.302079087,0.489907389,0.666681995,0.383415058,0.397455936,0.057793485,0.381326557,0.442001278,0.103995638,0.464810324,0.286572589,0.364544436,0.275198198,0.306609955,0.302798055,0.336323687,0.426421673,0.331748087,0.40201755,0.39157571,0.265501138,0.516304164,0,0.22668774,0.436556708,0.459082469,0.233569588,0.38190393,0.375991541,0.415236403,0.433526113,0.489265199,0.312990774,0.274508661,0.426613401,0.134851465,0.358206327,0.052779999,0.386275334,0.279906763,0.498007664,0.470000823,0.356837657,0,0.243285344,0.409468112,0.304038623,0,0.530000745,0.381795864,0.52631579,0.481188466,0,0,0.314140702,0.295873304,0.36577155,0.174314215,0.382893559,0.129356944,0,0.515232124,0,0.358145724,0.545512899,0.318769681,0.168227446,0.254572686,0.171055748,0.100101252,0,0.233569588,0,0.579246009,0.437540991,0,0,0.310845068,0,0,0.105263158,0.457033896,0.246400743,0.50050626,0.537691063,0.5383843,0,0.44925781,0.233569588,0.656202831,0.572107185,0,0.414389245,0.163583636,0.33815429,0,0,0,0,0.157724648,0.363983832,0.291106802,0.312139256,0.310409789,0.314357872,0.401938666,0.351872959,0.715577858,0.417244142,0.395341969,0.463157895,0.23179509,0.505958299,0.424751038,0.281347592,0,0.443712039,0.329308186,0.418680724,0.332295725,0.226385281,0.289044603,0.400595481,0.408359153,0.294280259,0.443559086,0.464339342,0.283690754,0,0.29866114,0,0.187403333,0.148882955,0.315995683,0,0,0,0,0,0.291726031,0,0
T1027,3,0.265986407,0.351512934,0.246027086,0.368367762,0.232353395,0.144661181,0,0.172078228,0.240495315,0.301815816,0.258171663,0.455532352,0.284399205,0.445816203,0.153327817,0.018611461,0.38907329,0.342396935,0.169842755,0.180340776,0.170123075,0.258850019,0.290403875,0.320103104,0.242820976,0.30951304,0.164989508,0.30440961,0.355204085,0.321030897,0.24520591,0.556466132,0,0.385008355,0.303379182,0.408222176,0.381459291,0.223667504,0.226403594,0.160504173,0.360906818,0.31958896,0.279076564,0.28588735,0.321706829,0.220235624,0.289195357,0.016996949,0.294046729,0.457135863,0.375340887,0.384991483,0.237415097,0,0.214102178,0.312908199,0.118081878,0,0.354516344,0.272590877,0.209039548,0.338333818,0,0,0.26597919,0.233201168,0.308426856,0.29119306,0.262619366,0.170414519,0,0.413745025,0,0.245836366,0.216664163,0.287063173,0.235946434,0.415760961,0.296376454,0.032235996,0,0.381459291,0,0.397615795,0.276956342,0,0,0.22321761,0,0,0.033898305,0.431479854,0.360195019,0.198788645,0.313815428,0.344228212,0,0.355114417,0.381459291,0.260627452,0.336634616,0,0.351789787,0.219682718,0.329460541,0,0,0,0,0.271243973,0.308118777,0.23945915,0.229819077,0.266025634,0.221257414,0.241525288,0.271473716,0.284209737,0.273163251,0.282651719,0.366101695,0.399582415,0.415163821,0.273768278,0.269226453,0,0.334080926,0.269253901,0.228319428,0.299647646,0.299418979,0.324351677,0.267761957,0.385345067,0.26937873,0.368432134,0.423080591,0.258080386,0,0.11521544,0,0.30606186,0.178572434,0.206638906,0,0,0,0,0,0.110112152,0,0
T1029,0,0.201196366,0.244969399,0.245804194,0.14358859,0.144669547,0.018494062,0,0.088845627,0.137449979,0.218890159,0.187025046,0.28259449,0.244190474,0.155410404,0.406467127,0.112623201,0.237492373,0.225991364,0.021713375,0.32029434,0.191866218,0.241317896,0.170142522,0.1415971,0.182839356,0.221041759,0.29283188,0.154994689,0.188808143,0.180086555,0.125939357,0.254147935,0,0.051755648,0.209014226,0.282579133,0.048767277,0.198235281,0.19274881,0.300792841,0.235673218,0.241131524,0.158154817,0.18940999,0.172661902,0.0281558,0.218329891,0.102853332,0.235473449,0.058442071,0.269361339,0.199002871,0.182370937,0,0.093207338,0.208504495,0.217453265,0,0.271974304,0.160332405,0.256410257,0.245691596,0,0,0.121237567,0.199537457,0.213529134,0.038342719,0.247739511,0.085351488,0,0.268279042,0,0.151149326,0.265762695,0.146902609,0.090366942,0.053152539,0.040805896,0.195069106,0,0.048767277,0,0.242369547,0.253701987,0,0,0.167460427,0,0,0.205128205,0.198194777,0.149015283,0.243836383,0.238917598,0.232920343,0,0.179074791,0.048767277,0.319688559,0.250015076,0,0.170815754,0.101738993,0.151891908,0,0,0,0,0.037016886,0.184522789,0.144713201,0.142706525,0.14150883,0.131435652,0.199116339,0.179952409,0.348614854,0.193149424,0.231382513,0.184615385,0.05468714,0.197920403,0.22141159,0.137760688,0,0.20022288,0.133582074,0.287860838,0.131060415,0.164237914,0.132398254,0.24873131,0.204682713,0.112439342,0.279010667,0.246012256,0.167218605,0,0.211737315,0,0.039128168,0.122945436,0.195345447,0,0,0,0,0,0.28778411,0,0
T1030,999,0.302744708,0.337277693,0.308599409,0.304488164,0.26265497,0.068692231,0,0.131763337,0.218177749,0.323148663,0.282471916,0.407576933,0.320771501,0.246632017,0.346721569,0.314959871,0.342433979,0.309456238,0.080649678,0.400566068,0.252037407,0.337251797,0.280579289,0.251757505,0.265603951,0.33227676,0.35790249,0.238317112,0.286137562,0.279742041,0.203767206,0.423213498,0,0.192235264,0.284714912,0.423227726,0.181135599,0.256087826,0.255615456,0.382023896,0.339736398,0.315342359,0.254545536,0.304630157,0.254533294,0.104578687,0.326700117,0.143259998,0.338912887,0.217070551,0.384683962,0.2937058,0.254184875,0,0.153226373,0.31340227,0.261673324,0,0.386934517,0.228460862,0.285714286,0.360304363,0,0,0.1971137,0.29267245,0.305183712,0.142415812,0.357909357,0.165328285,0,0.378604337,0,0.213920786,0.296135574,0.242660447,0.19381512,0.197423716,0.151564758,0.271703398,0,0.181135599,0,0.343023322,0.345100554,0,0,0.243171257,0,0,0.285714286,0.307796253,0.234168695,0.271703398,0.304183501,0.316810226,0,0.277139558,0.181135599,0.356224394,0.323156705,0,0.26201727,0.204359892,0.25654408,0,0,0,0,0.13749129,0.270486664,0.214065578,0.198642798,0.228193301,0.188797326,0.268310235,0.263845565,0.388456551,0.252856373,0.348581028,0.285714286,0.203123662,0.312100266,0.302788124,0.228670431,0,0.293069562,0.212462518,0.372713023,0.224161112,0.272361913,0.239762786,0.360231753,0.346701343,0.194476736,0.403535596,0.358438368,0.265162348,0,0.260537709,0,0.145333197,0.211742636,0.277091939,0,0,0,0,0,0.357519619,0,0
T1033,0,0.129208088,0.159225414,0.109030949,0.189552182,0.137146754,0.061927087,0,0.069909504,0.122888362,0.153667129,0.134980425,0.237459512,0.115232956,0.137344867,0.088356962,0.044366716,0.323724424,0.154066275,0.072706907,0.098771867,0.090255334,0.136663573,0.154906522,0.143784692,0.125042316,0.167621629,0.090625147,0.136999584,0.159378793,0.136810891,0.109393452,0.262112285,0,0.164150801,0.126134825,0.212907239,0.163296487,0.08575227,0.09428956,0.094550899,0.170654828,0.129537174,0.126536273,0.162632756,0.119769462,0.094279271,0.148526945,0.040517979,0.150852757,0.19569239,0.173515572,0.157246789,0.101816727,0,0.081121351,0.136377565,0.067628144,0,0.151879744,0.102026234,0.065656566,0.146524156,0,0,0.102892704,0.128329554,0.157181367,0.124362346,0.138186323,0.09273622,0,0.194416715,0,0.091094162,0.068051357,0.124270983,0.120647468,0.177980471,0.126108895,0.076845406,0,0.163296487,0,0.146249481,0.132352174,0,0,0.101791843,0,0,0.080808081,0.188969865,0.217221486,0.062436892,0.11244179,0.125589475,0,0.135210512,0.163296487,0.081859646,0.118740319,0,0.143476568,0.118075045,0.146059753,0,0,0,0,0.115501202,0.14000155,0.105453204,0.091313517,0.112966417,0.08241117,0.097307496,0.118845156,0.089266531,0.111766397,0.136193453,0.139393939,0.170109445,0.157432002,0.119786746,0.124827617,0,0.130528778,0.102828332,0.128351622,0.116302003,0.181220614,0.153037276,0.134811308,0.179022702,0.105356236,0.194876881,0.20608193,0.133201133,0,0.066394255,0,0.131020079,0.108746111,0.103722072,0,0,0,0,0,0.098027929,0,0
T1036,1,0.331855043,0.446924396,0.368805921,0.354213789,0.234721051,0.130729902,0,0.219013674,0.267640655,0.358888371,0.303769033,0.505090407,0.411277991,0.39427073,0.29119456,0.041177858,0.411412275,0.567624272,0.168595821,0.33940358,0.243356549,0.332673476,0.312030588,0.343296984,0.294126111,0.349409369,0.312570277,0.3486427,0.408958552,0.38660988,0.275636473,0.586455495,0,0.341218507,0.400277922,0.469397629,0.344723687,0.32791016,0.322911615,0.302615602,0.424187108,0.431234789,0.322527951,0.307794127,0.403258693,0.199026313,0.350310921,0.03760575,0.367758288,0.413112392,0.466588776,0.461104295,0.3186375,0,0.268920015,0.396777443,0.224754211,0,0.478024266,0.350160437,0.3875,0.442476368,0,0,0.315788901,0.285082039,0.361861869,0.260196355,0.349441424,0.175664331,0,0.498809485,0,0.325674794,0.401633872,0.329633917,0.225390202,0.37572201,0.260112306,0.071322142,0,0.344723687,0,0.528371742,0.38229162,0,0,0.287604329,0,0,0.075,0.484969962,0.329816859,0.368497734,0.452406328,0.474416381,0,0.436494804,0.344723687,0.483129335,0.48282381,0,0.414845135,0.213415799,0.367392784,0,0,0,0,0.238925497,0.363832829,0.294533245,0.302715271,0.314631151,0.289134855,0.348754757,0.335338987,0.526844198,0.368919891,0.3655527,0.45,0.351559919,0.499492572,0.374904161,0.303154141,0,0.416120247,0.323679927,0.345006508,0.342379266,0.290069085,0.336105102,0.360297985,0.437276468,0.306635227,0.438732848,0.476168379,0.29532398,0,0.218812934,0,0.276587241,0.182267134,0.28207981,0,0,0,0,0,0.213548775,0,0
T1037,0,0.21003221,0.314123423,0.187730128,0.325079284,0.193687127,0.133568227,0,0.386768389,0.198950301,0.237516153,0.208808311,0.362189926,0.227993196,0.282009141,0.094900218,0,0.301639409,0.298947296,0.633313019,0.11252062,0.131365787,0.195072627,0.237394754,0.268336973,0.194152943,0.243898683,0.103642488,0.249347683,0.293287229,0.269391781,0.203249024,0.451511707,0,0.329046691,0.269403482,0.31190215,0.352208109,0.163589557,0.181544644,0.097631073,0.281729632,0.264015747,0.231374995,0.23039947,0.264941551,0.203347447,0.23201573,0,0.231332246,0.422081626,0.29322858,0.3191304,0.194064027,0,0.474288979,0.25456499,0.074456176,0,0.284435945,0.22509037,0.148148148,0.27573968,0,0,0.228544976,0.18283619,0.251084429,0.257228823,0.205330253,0.144498216,0,0.331108895,0,0.203601475,0.153551779,0.23859749,0.204401737,0.383879448,0.24323399,0,0,0.352208109,0,0.329014389,0.215468679,0,0,0.183501069,0,0,0,0.401703608,0.296655242,0.140883244,0.256664178,0.280933926,0,0.301774185,0.352208109,0.184708945,0.268088792,0,0.296629534,0.186396648,0.340699266,0,0,0,0,0.226036586,0.303350658,0.306437545,0.430934021,0.273872883,0.184143988,0.263239893,0.218156127,0.201421916,0.220099892,0.225533383,0.311111111,0.331360119,0.346981664,0.21645941,0.272654658,0,0.267703267,0.214735909,0.168022977,0.235349318,0.249287413,0.275085593,0.209013319,0.327430221,0.222048522,0.285965594,0.337446906,0.211899982,0,0.071311068,0,0.282592328,0.149619744,0.160906596,0,0,0,0,0,0.056299208,0,0
T1039,0,0.475986615,0.49675093,0.488912264,0.431844606,0.40735177,0.072126842,0,0.178458632,0.384032638,0.4933729,0.432750218,0.5671419,0.508618242,0.327679437,0.604508497,0.292820323,0.469522419,0.450243741,0.084682162,0.79096149,0.427782389,0.54621736,0.411037882,0.351436773,0.401577616,0.501456381,0.621445529,0.322685756,0.395374495,0.403551567,0.285207217,0.551181645,0,0.178835776,0.421920094,0.632537978,0.190192379,0.411475323,0.413179103,0.655934795,0.49951057,0.482497309,0.37696993,0.454054617,0.363488812,0.109807621,0.506936899,0.267418663,0.52859117,0.227924078,0.582128853,0.404378724,0.397813347,0,0.20913077,0.475903613,0.469270373,0,0.599578717,0.329370632,0.466666667,0.54986434,0,0,0.270268701,0.46401611,0.452279616,0.1394099,0.588877021,0.247923548,0,0.545408457,0,0.311489575,0.483688104,0.348780704,0.269410189,0.207294902,0.132670004,0.507179677,0,0.190192379,0,0.502767837,0.552802721,0,0,0.38109983,0,0,0.533333334,0.386968703,0.221041391,0.443782217,0.469723736,0.469731357,0,0.387995381,0.190192379,0.581833177,0.489324238,0,0.35658606,0.295224425,0.352140295,0,0,0,0,0.123121952,0.385101797,0.313736619,0.291626872,0.328346869,0.273085252,0.420369212,0.3983122,0.634479034,0.365367205,0.54210982,0.4,0.180569959,0.431133925,0.465857956,0.326072667,0,0.431611883,0.281146296,0.635144214,0.280445865,0.375733965,0.310418375,0.576832989,0.517293971,0.249843458,0.619438074,0.499033937,0.392545803,0,0.454247076,0,0.152599857,0.337532122,0.447913439,0,0,0,0,0,0.652940667,0,0
T1040,999,0.381163271,0.397860401,0.337197608,0.426283429,0.371898279,0.096169123,0,0.15008157,0.340819765,0.415190246,0.362130865,0.524521728,0.359298406,0.288044949,0.4,0.219615242,0.445884153,0.370576482,0.11290955,0.446542655,0.450932499,0.426203338,0.37755941,0.327251232,0.329535421,0.436964903,0.407785247,0.291006505,0.348561068,0.331175529,0.250000481,0.556659814,0,0.26018055,0.326658947,0.554868249,0.253589838,0.282618041,0.298185126,0.431831209,0.425965366,0.356128784,0.324374994,0.410677296,0.293873262,0.146410162,0.412046507,0.200563997,0.42668499,0.303898771,0.473678606,0.343361739,0.295371672,0,0.17592246,0.372863312,0.309207408,0,0.447381411,0.25250837,0.266666667,0.41792797,0,0,0.225319726,0.374392132,0.385157511,0.195443974,0.448697185,0.231459599,0,0.458492905,0,0.229990902,0.276393202,0.301023531,0.269943457,0.276393202,0.201895609,0.380384758,0,0.253589838,0,0.374114815,0.412995724,0,0,0.293292687,0,0,0.4,0.371218934,0.293342091,0.253589838,0.321098209,0.333869821,0,0.310396305,0.253589838,0.332476101,0.346645654,0,0.30572409,0.284399706,0.318063793,0,0,0,0,0.184226288,0.328540447,0.259809741,0.229256722,0.275566221,0.204437808,0.299306194,0.322292805,0.362559448,0.271542487,0.412696837,0.32,0.271652616,0.362426098,0.344639179,0.290007402,0,0.337778915,0.23570488,0.458164153,0.25329451,0.378259562,0.303464028,0.433200766,0.449758604,0.223690785,0.526329951,0.449395005,0.335159057,0,0.300572831,0,0.203466476,0.303265682,0.335606413,0,0,0,0,0,0.464398652,0,0
T1041,0,0.45486608,0.447281039,0.397487483,0.502932182,0.457008862,0.098634998,0,0.160579527,0.311691939,0.485305594,0.430219841,0.58026561,0.421535442,0.307768909,0.515405463,0.30502117,0.494284239,0.410869046,0.115804666,0.574812277,0.389403272,0.700368609,0.437732461,0.369887081,0.387289246,0.514913143,0.522519654,0.317275913,0.383388462,0.374625395,0.28189091,0.597815316,0,0.260836796,0.366300553,0.639652067,0.260092142,0.339023326,0.351147562,0.56104717,0.481683455,0.403010413,0.373512297,0.485448654,0.31829753,0.150164268,0.491648043,0.278561107,0.504168931,0.311691047,0.545656001,0.366822348,0.348560099,0,0.190329309,0.438543789,0.396777883,0,0.525032584,0.277720834,0.307692308,0.491285955,0,0,0.24408163,0.454272081,0.444210374,0.197808278,0.554815954,0.28270315,0,0.509107685,0,0.253708155,0.318915234,0.34239045,0.316657276,0.283480208,0.200152485,0.528312163,0,0.260092142,0,0.410429754,0.492447513,0,0,0.350111439,0,0,0.555555556,0.387256686,0.281635443,0.29260366,0.360241368,0.370549687,0,0.338252383,0.260092142,0.383626271,0.386266299,0,0.327077033,0.340380171,0.352633176,0,0,0,0,0.183396968,0.36714457,0.294561022,0.25465974,0.312829101,0.225033252,0.349870085,0.373609673,0.418337825,0.29590642,0.501788618,0.348717949,0.270067833,0.389937371,0.401696992,0.329999693,0,0.381193214,0.252934631,0.565844587,0.26787764,0.431619097,0.334447636,0.533337679,0.523435143,0.238218202,0.611096286,0.492344243,0.395289862,0,0.387292198,0,0.208683565,0.372015533,0.412273941,0,0,0,0,0,0.60711436,0,0
T1046,1,0.406051427,0.429447123,0.306040888,0.574484447,0.432041666,0.177153648,0,0.186166969,0.373780893,0.447261286,0.395896222,0.597956286,0.350608033,0.379622764,0.294499553,0.163748207,0.521911157,0.404463159,0.207991276,0.329218561,0.285573594,0.413677042,0.638526935,0.430153262,0.353818912,0.48010521,0.299959253,0.365221534,0.430153573,0.401366803,0.311764137,0.716514359,0,0.473488699,0.352544344,0.604615107,0.467139176,0.263977218,0.292876646,0.318955282,0.470143698,0.361203322,0.386645679,0.466354943,0.357661205,0.269702929,0.440752781,0.149543331,0.441280355,0.559813525,0.503660657,0.429316178,0.310313668,0,0.237737972,0.418287233,0.221830251,0,0.470604735,0.298777923,0.192982456,0.450990801,0,0,0.301790193,0.383950027,0.423891702,0.357479778,0.442137711,0.286657065,0,0.512765868,0,0.268210952,0.200021396,0.376730247,0.365723591,0.509145373,0.365250484,0.283620214,0,0.467139176,0,0.434816161,0.398298413,0,0,0.313831467,0,0,0.298245614,0.485178187,0.416473605,0.183518962,0.328056682,0.369721194,0,0.398205786,0.467139176,0.240607705,0.350644065,0,0.395463471,0.36296312,0.414790881,0,0,0,0,0.334017745,0.381082386,0.299474862,0.255928936,0.341028141,0.24265733,0.297959624,0.360320655,0.262378548,0.29008237,0.429543146,0.410526316,0.492180588,0.46873928,0.350881202,0.362417804,0,0.391921731,0.304037466,0.392236519,0.343920788,0.460876031,0.417839701,0.428813626,0.550256595,0.309676,0.553747452,0.524255786,0.384453497,0,0.221296411,0,0.374806666,0.340912213,0.329072782,0,0,0,0,0,0.33695109,0,0
T1047,2,0.326667241,0.38579084,0.235725099,0.525973065,0.349067034,0.195125757,0,0.187688091,0.308645099,0.37614576,0.328439898,0.560767855,0.283608541,0.383390859,0.142005418,0.058351876,0.499446156,0.370237416,0.233182765,0.160106967,0.197161395,0.308660379,0.388699843,0.5869977,0.295145805,0.406232118,0.148066998,0.35840327,0.417749499,0.369918419,0.29296974,0.707050006,0,0.52327067,0.321049612,0.518825776,0.514530107,0.203198016,0.233416203,0.149172365,0.421668107,0.316275129,0.344988897,0.391614646,0.347603537,0.297064096,0.359739287,0.053289951,0.355748626,0.616606202,0.435860214,0.428278772,0.257764513,0,0.243096676,0.356356952,0.10922916,0,0.383398196,0.287652005,0.135265701,0.375244998,0,0,0.299380859,0.298506077,0.37553018,0.394514605,0.322948045,0.244948837,0,0.473489034,0,0.251835045,0.14019945,0.349102368,0.336909852,0.560797802,0.404314563,0.101068414,0,0.514530107,0,0.406884311,0.303620738,0,0,0.258139597,0,0,0.106280193,0.506409921,0.460609941,0.128632527,0.296702363,0.33950549,0,0.387995381,0.514530107,0.168647298,0.319793745,0,0.396743376,0.319138491,0.397773064,0,0,0,0,0.369516321,0.355272107,0.272036481,0.242494396,0.31499497,0.229494447,0.244350558,0.31804668,0.183906966,0.272273019,0.332350022,0.4,0.544595104,0.462510887,0.288108369,0.336723428,0,0.358536488,0.298854147,0.252798306,0.34611707,0.420323498,0.414279235,0.314942042,0.489140467,0.312755437,0.460585179,0.499591215,0.328482785,0,0.106707427,0,0.412830531,0.269629368,0.241129902,0,0,0,0,0,0.142278979,0,0
T1048,999,0.394240121,0.431828748,0.323409749,0.520909264,0.397739255,0.156797483,0,0.183800199,0.313147511,0.436973992,0.381246989,0.583791057,0.363246759,0.367809972,0.314611651,0.15914148,0.507822556,0.408399926,0.184091657,0.352464503,0.288863396,0.410331444,0.419767858,0.402803713,0.502484988,0.462861523,0.322533727,0.353936621,0.418694498,0.388527094,0.298763376,0.682993394,0,0.419204972,0.358608359,0.58769475,0.413461693,0.275404087,0.299319752,0.337841798,0.465679201,0.374214938,0.368823195,0.439863269,0.354413269,0.23871222,0.427780238,0.14533623,0.43570344,0.495487126,0.502373318,0.422478756,0.311469153,0,0.228099395,0.407559335,0.242647781,0,0.467918398,0.300395543,0.231884058,0.44497938,0,0,0.290309082,0.374936445,0.417126891,0.316457196,0.434486267,0.261962314,0,0.510217933,0,0.269227036,0.240341915,0.35853654,0.331427063,0.450641091,0.323422625,0.275641129,0,0.413461693,0,0.435343149,0.404322888,0,0,0.309301706,0,0,0.289855073,0.473451838,0.394589506,0.220512903,0.346848684,0.377472215,0,0.387995381,0.413461693,0.289109653,0.373586875,0,0.385131879,0.330710528,0.392754028,0,0,0,0,0.295750709,0.374315463,0.292463129,0.259847068,0.326785808,0.242203137,0.305930887,0.354354974,0.315269085,0.301142965,0.41876619,0.4,0.435801028,0.454978078,0.354823557,0.343411685,0,0.387570393,0.295161548,0.404481972,0.328573531,0.429029296,0.390159621,0.4218808,0.516906884,0.294590836,0.545813594,0.515675339,0.366543891,0,0.236409287,0,0.33173882,0.31461533,0.325383311,0,0,0,0,0,0.345412396,0,0
T1049,0,0.4103045,0.404906945,0.296689742,0.568965223,0.45527972,0.156465637,0,0.165913398,0.378703738,0.449671459,0.402824449,0.580389122,0.337044789,0.33678211,0.332786637,0.214967301,0.509842971,0.382578288,0.183702045,0.364946599,0.304039711,0.432522044,0.446931471,0.408226599,0.354795651,0.67866433,0.334995236,0.336539062,0.398269476,0.373329685,0.294026425,0.670735035,0,0.415649353,0.324982589,0.604819337,0.412586642,0.254471741,0.282884944,0.359350902,0.456250942,0.336267459,0.372726524,0.480649206,0.314127847,0.238207009,0.447468329,0.196319257,0.447521113,0.494438476,0.489953209,0.380677486,0.300002534,0,0.209646737,0.404270768,0.250460289,0,0.452312867,0.264007139,0.169312169,0.435717842,0,0,0.266116513,0.40017503,0.421642803,0.314613141,0.466725137,0.293993484,0,0.483492534,0,0.236298293,0.175487748,0.352491081,0.360776794,0.449687353,0.319668293,0.372334287,0,0.412586642,0,0.381697746,0.399839373,0,0,0.310144851,0,0,0.391534392,0.433674755,0.383252865,0.161009421,0.290584527,0.325612615,0,0.35104344,0.412586642,0.211095937,0.311140691,0,0.350858401,0.366778802,0.384808635,0,0,0,0,0.292661313,0.361271596,0.285148854,0.234062922,0.317795602,0.213810625,0.282693294,0.350255173,0.230196475,0.25892903,0.432022839,0.361904762,0.431085621,0.411786556,0.337737707,0.34670493,0,0.359993537,0.266626542,0.422610212,0.301034437,0.469296515,0.390211436,0.442333347,0.536352689,0.272010252,0.560593202,0.500865231,0.384034322,0,0.250066555,0,0.331036727,0.362238709,0.34047441,0,0,0,0,0,0.410279043,0,0
T1052,0,0.453363194,0.520307824,0.482659376,0.433848157,0.368752082,0.103038346,0,0.20444896,0.311913056,0.479657698,0.414161296,0.595888843,0.514142223,0.383761889,0.523302708,0.209157374,0.483252325,0.474198083,0.120974517,0.601786603,0.385892981,0.50387086,0.404838475,0.379341531,0.389763081,0.483256887,0.733594538,0.360423282,0.436542155,0.432514627,0.306888504,0.621723264,0,0.269176853,0.450700413,0.622888778,0.271703398,0.408830296,0.413088716,0.566722927,0.511909923,0.501830808,0.388324606,0.430427955,0.418752546,0.15686803,0.482053523,0.191013331,0.503819673,0.325605826,0.591352692,0.466136656,0.400019578,0,0.243623296,0.480484705,0.399594181,0,0.602975514,0.371127709,0.476190476,0.554405983,0,0,0.313756068,0.426884279,0.451509572,0.205184799,0.532610552,0.232823275,0,0.571451881,0,0.345701965,0.49355929,0.373709458,0.273544233,0.296135574,0.205286311,0.362271198,0,0.271703398,0,0.559494931,0.530044357,0,0,0.375109678,0,0,0.380952381,0.462574354,0.277337153,0.452838997,0.507196175,0.514381231,0,0.443423293,0.271703398,0.593707324,0.536735857,0,0.413262738,0.285535324,0.388567485,0,0,0,0,0.188533683,0.407571347,0.329011456,0.315369635,0.352240225,0.304581149,0.427300246,0.408468344,0.647427586,0.398173541,0.517578003,0.457142857,0.277427254,0.503473735,0.469187242,0.343584573,0,0.465349,0.328237845,0.56143527,0.337849639,0.364679555,0.346603923,0.535940155,0.527001696,0.299199846,0.5973373,0.525128421,0.383607063,0,0.393226442,0,0.217999796,0.297398391,0.415637908,0,0,0,0,0,0.517678736,0,0
